a,e,i,status,a_n,e_n,i_n
44.58590230634509,0.2361529388718681,5.946159721434469,2,44.22828249808437,0.2389602654366361,4.578867436632791
42.62295543539227,0.180321092058426,5.3335784519868685,2,42.62477305153705,0.1892956713692022,4.304104663233529
43.61771090816266,0.2094761172967867,13.50367640531654,2,43.38237706792904,0.2167384806006883,12.577053064155844
43.41083196766611,0.1568013226602363,9.006317127117665,2,43.3417794375043,0.161568379167075,8.377436477708844
42.61869621424585,0.192816615208795,17.57177633294381,2,42.526719749600495,0.2024022707985633,16.830308691497333
46.42550503959034,0.2270174675433991,28.823562072037483,2,46.24986600986926,0.2251686328775431,28.592813833744884
43.78663613075474,0.1567501088538432,18.973128603063078,2,43.58437331575887,0.1660541155662184,18.36218111454946
44.13165211030808,0.211975771282192,13.601264274075325,2,43.9893116570701,0.2184090430064505,12.824404188327325
45.14407853014772,0.1201301656650166,12.34621066164584,2,45.00884814580415,0.1196627804694519,11.998412463377608
46.60074556439056,0.2347468567051481,29.073102114823104,2,46.41128570051636,0.2329937025983715,28.839264483939044
44.26262920635644,0.1822731906414179,11.053775738274734,2,44.16430053015966,0.1872668308350061,10.421399989569196
45.79530507405045,0.1239218475810192,22.663028730182862,2,45.660047238075386,0.1220784153336441,22.429871500780404
43.95736806673506,0.1288772728831981,21.016677704916543,2,43.86256180413315,0.1293086987875027,20.7135882633661
45.49512006332788,0.1765148279379778,20.01467412797104,2,45.35081895332157,0.1759854284268324,19.703759249751656
44.510989149061935,0.2120985864150698,27.74418715606837,2,44.35797348426525,0.2118144168936521,27.440626908123125
42.60910598764323,0.157295294452162,26.42045244719206,2,42.54767611167342,0.1600396591058137,26.08356215606797
43.12243685480292,0.129684236241899,29.99641955895604,2,42.9936338923692,0.1280049637527765,29.750911960639822
43.81762594834742,0.1103970708694884,8.21502194810884,2,43.72060949304284,0.1161948209260907,7.668159917768449
44.24815475105979,0.2029526996873608,28.991093846483828,2,44.08742207256434,0.202581362494904,28.704874032819248
46.03629482260372,0.1006840833908662,25.173625919508105,2,45.89145864846715,0.0980995081216457,24.966865599250276
42.600912328554,0.1657006740613662,9.725759794609004,2,42.57448816034775,0.176198103519847,8.846450779058996
45.92555210423151,0.2383083299103973,12.053495374331956,2,45.79897352052851,0.2438331353760353,11.283715600530751
44.26712203113151,0.2363298176953849,8.92527333756869,2,44.09431715638573,0.2407516861407532,7.866952224065047
42.396547170200094,0.1033890966714748,7.983974872590683,2,42.43129570500732,0.1249042877555255,7.050436162280227
45.92842938292459,0.1702911562685273,21.67667417001867,2,45.77121824827483,0.1688873816000754,21.407776441809837
46.853397003377815,0.1091517138747331,13.937987674388456,2,46.69597082305753,0.1069288427122016,13.672617138962382
