name,H,G,Num_obs,rms,U,Arc_years,Perturbers,Perturbers_2,Number,Name,Principal_desig,Epoch,M,Peri,Node,i,e,n,a,Ref,Num_opps,Computer,Hex_flags,Last_obs,Tp,Orbital_period,Perihelion_dist,Aphelion_dist,Semilatus_rectum,Synodic_period,Orbit_type,Other_desigs,One_opposition_object_flag,Arc_length,NEO_flag,One_km_NEO_flag,PHA_flag,sample_index,predicted_class,confidence,entropy,variation_ratio,mean_prob,std_prob,mean_probs,std_probs
2667,8.74,0.15,54.0,0.23,3,2013-2016,M-v,3Ek,,,2013 RF98,2460800.5,0.71686,312.30264,67.65989,29.48385,0.9069805,0.00012862,388.6914794,E2024-O12,4,MPCLINUX,000A,2016-09-08,2455226.16096,7663.1536011,36.1558871,741.2270717,34.4742858,1.0001305,Distant Object,,,,,,,2285,0,1.0,9.0547205e-12,0.0,0.5,1.0346918e-12,"[1.0, 3.933085682226306e-13]","[0.0, 2.0693835100366043e-12]"
2669,7.15,0.15,35.0,0.22,4,2013-2023,M-v,3Ek,,,2013 RP98,2460800.5,321.8292,177.91929,216.41503,13.2709,0.1351411,0.00348857,43.0563952,E2025-NA0,7,Veres,000A,2023-09-06,2471742.3948,282.5247505,37.2377066,48.8750838,21.1350256,1.0035521,Distant Object,,,,,,,2286,1,0.99815834,0.013436676,0.0,0.49999997,0.0007705521,"[0.0018415870144963264, 0.99815833568573]","[0.0007705522002652287, 0.000770552025642246]"
2670,7.77,0.15,26.0,0.31,4,2013-2018,M-v,3Ek,,,2013 RQ98,2460800.5,23.12621,245.05438,11.27132,37.67349,0.4323453,0.00238193,55.5286467,E2025-NA0,5,Veres,000A,2018-11-08,2451091.35604,413.7858488,31.5210973,79.5361961,22.5745478,1.0024226,Distant Object,,,,,,,2287,1,0.99278486,0.042771075,0.0,0.5,0.004927385,"[0.007215146906673908, 0.992784857749939]","[0.004927386995404959, 0.00492738327011466]"
2671,7.08,0.15,43.0,0.62,3,2013-2018,M-v,3Ek,,,2013 RR98,2460800.5,31.28297,233.94914,62.39739,37.73172,0.2850591,0.00276284,50.2996925,E2025-NA0,6,Veres,000A,2018-12-07,2449477.5776,356.736868,35.9613074,64.6380776,23.1062027,1.0028111,Distant Object,,,,,,,2288,1,0.9942535,0.035377234,0.0,0.5,0.0039541544,"[0.005746537819504738, 0.9942535161972046]","[0.0039541576988995075, 0.0039541516453027725]"
2672,6.44,0.15,40.0,0.31,4,2013-2018,M-v,3Ek,,,2013 RX108,2460800.5,296.22145,27.15623,71.84975,4.86186,0.0631324,0.00320304,45.5785937,E2025-NA0,6,Veres,000A,2018-10-18,2480712.62925,307.7098381,42.7011077,48.4560797,22.6984656,1.0032604,Distant Object,,,,,,,2289,1,0.9973557,0.018336032,0.0,0.50000006,0.0012699392,"[0.0026443784590810537, 0.9973556995391846]","[0.001269937725737691, 0.0012699407525360584]"
2673,8.03,0.15,42.0,0.34,5,2013-2024,M-v,3Ek,,,2013 RY108,2460800.5,335.39791,4.56967,93.34906,10.74937,0.4664704,0.00315067,46.0822552,MPO893380,6,MPCLINUX,000A,2024-11-24,2468609.19993,312.8243761,24.5862472,67.5782632,18.0275019,1.0032069,Distant Object,,,,,,,2290,1,0.99834025,0.0122830905,0.0,0.50000006,0.0007588328,"[0.0016598447691649199, 0.9983402490615845]","[0.000758832844439894, 0.0007588326698169112]"
2674,8.1,0.15,28.0,0.23,3,2013-2023,M-v,3Ek,,,2013 RZ108,2460800.5,5.30202,333.87556,65.61226,13.00831,0.4596499,0.00234263,56.1479285,E2025-NA0,5,Veres,000A,2023-10-17,2458537.19427,420.7272167,30.3395388,81.9563182,22.1425524,1.0023825,Distant Object,,,,,,,2291,1,0.9937954,0.037719186,0.0,0.4999999,0.0034173182,"[0.006204406730830669, 0.9937953948974609]","[0.0034173198509961367, 0.0034173165913671255]"
2675,7.55,0.15,32.0,0.37,4,2013-2018,M-v,3Ek,,,2013 RB109,2460800.5,345.77507,224.17733,175.84679,23.13655,0.1134871,0.00383109,40.4502235,E2025-NA0,5,Veres,000A,2018-11-27,2464513.61146,257.2654042,35.8596449,45.0408021,19.964626,1.0039022,Distant Object,,,,,,,2292,1,0.99797267,0.014597781,0.0,0.5000001,0.0009876544,"[0.0020275143906474113, 0.9979726672172546]","[0.0009876503609120846, 0.0009876585099846125]"
2676,8.24,0.15,21.0,0.17,3,2013-2020,M-v,3Ek,,,2013 RC109,2460800.5,30.12904,319.85094,32.79858,43.44861,0.2819605,0.00394243,39.6850619,E2025-NA0,4,Veres,000A,2020-10-20,2453158.19075,250.0003364,28.495442,50.8746818,18.2650155,1.0040161,Distant Object,,,,,,,2293,1,0.99832827,0.01235931,0.0,0.5,0.0013752804,"[0.0016717500984668732, 0.9983282685279846]","[0.0013752791564911604, 0.0013752817176282406]"
2677,8.25,0.15,38.0,0.23,3,2013-2023,M-v,3Ek,,,2013 RD109,2460800.5,31.21038,335.76899,16.68622,11.10711,0.0842087,0.00530455,32.5614461,E2025-NA0,5,Veres,000A,2023-10-04,2454916.7447,185.8041999,29.8194891,35.3034031,16.1652747,1.0054111,Distant Object,,,,,,,2294,1,0.9993738,0.0052438406,0.0,0.4999999,0.00018141215,"[0.0006260555237531662, 0.9993737936019897]","[0.0001814110582927242, 0.00018141322652809322]"
2678,6.31,0.15,47.0,0.25,3,2013-2018,M-v,3Ek,,,2013 RE109,2460800.5,86.0063,166.97937,112.96466,5.41643,0.1489507,0.00339444,43.8487795,E2025-NA0,6,Veres,000A,2018-10-18,2435462.79672,290.3596501,37.3174731,50.3800859,21.4379684,1.0034559,Distant Object,,,,,,,2295,1,0.9981825,0.013286315,0.0,0.5000001,0.0010145269,"[0.0018177798483520746, 0.998182475566864]","[0.0010145253036171198, 0.0010145284468308091]"
2679,6.62,0.15,58.0,0.26,3,2013-2024,M-v,3Ek,,,2013 RF109,2460800.5,348.42951,244.69055,144.88457,9.71708,0.0698934,0.00348443,43.0904913,E2025-NA0,8,Veres,000A,2024-09-10,2464121.15492,282.8604114,40.0787504,46.1022322,21.4399952,1.0035479,Distant Object,,,,,,,2296,1,0.9977509,0.0159616,0.0,0.5000002,0.0013413115,"[0.0022494413424283266, 0.9977508783340454]","[0.001341311726719141, 0.0013413113774731755]"
2680,7.11,0.15,32.0,0.27,4,2013-2024,M-v,3Ek,,,2013 RG109,2460800.5,317.92064,57.935,22.67718,22.68784,0.0952742,0.00412964,38.4764247,E2025-NA0,5,Veres,000A,2024-11-02,2470990.19392,238.6668299,34.8106141,42.1422353,19.0635838,1.0042076,Distant Object,,,,,,,2297,1,0.9982736,0.012705316,0.0,0.4999998,0.00068208977,"[0.001725943060591817, 0.9982736110687256]","[0.0006820878479629755, 0.0006820916896685958]"
2681,7.6,0.15,29.0,0.19,4,2013-2023,M-v,3Ek,,,2013 RH109,2460800.5,219.14439,285.67792,204.46083,14.8013,0.0728848,0.00448086,36.4386138,E2025-NA0,6,Veres,000A,2023-09-06,2492235.87092,219.9595238,33.7827927,39.0944349,18.1225224,1.0045671,Distant Object,,,,,,,2298,1,0.99893844,0.008331222,0.0,0.50000006,0.0004333218,"[0.0010616708314046264, 0.9989384412765503]","[0.0004333224205765873, 0.00043332119821570814]"
2682,7.03,0.15,80.0,0.46,3,2013-2020,M-v,3Ek,,,2013 RJ109,2460800.5,302.25018,252.59182,182.47958,20.27927,0.135563,0.0034343,43.5088022,MPO906652,5,MPCLINUX,000A,2020-09-21,2477616.10143,286.9892907,37.6106184,49.406986,21.3546134,1.0034966,Distant Object,,,,,,,2299,1,0.99784434,0.0153902825,0.0,0.5000002,0.0011603552,"[0.0021560355089604855, 0.9978443384170532]","[0.0011603557504713535, 0.0011603545863181353]"
2683,7.18,0.15,40.0,0.3,3,2013-2018,M-v,3Ek,,,2013 RK109,2460800.5,10.69225,162.9162,176.74073,12.84016,0.6207248,0.0011424,90.6268157,E2025-NA0,6,Veres,000A,2018-09-21,2451441.03746,862.7502247,34.3725036,146.8811278,27.8541846,1.0011604,Distant Object,,,,,,,2300,1,0.7784113,0.5289114,0.030000000000000027,0.50000006,0.14219302,"[0.22158880531787872, 0.778411328792572]","[0.1421930193901062, 0.1421930342912674]"
2684,7.75,0.15,41.0,0.63,3,2013-2024,M-v,3Ek,,,2013 RL109,2460800.5,67.51374,70.255,193.61973,14.16988,0.1992567,0.00385928,40.2530391,MPO906652,6,MPCLINUX,000A,2024-10-01,2443306.26803,255.3865449,32.2323514,48.2737268,19.3274317,1.003931,Distant Object,,,,,,,2301,1,0.9986512,0.010261475,0.0,0.5,0.0006074341,"[0.0013487987453117967, 0.9986512064933777]","[0.0006074333796277642, 0.0006074347184039652]"
2685,6.72,0.15,31.0,0.16,5,2013-2023,M-v,3Ek,,,2013 RM109,2460800.5,329.83834,128.40679,261.17195,14.28923,0.2254407,0.00270692,50.9901268,MPO781695,5,MPCLINUX,000A,2023-09-06,2471943.00988,364.1070918,39.4948769,62.4853767,24.1993148,1.002754,Distant Object,,,,,,,2302,1,0.9954555,0.029046943,0.0,0.50000006,0.0026425761,"[0.004544612020254135, 0.9954555034637451]","[0.0026425758842378855, 0.0026425763498991728]"
2686,7.65,0.15,35.0,0.44,4,2013-2019,M-v,3Ek,,,2013 RN109,2460800.5,351.01713,18.27732,20.93377,32.26194,0.1612278,0.00351797,42.8161525,MPO918652,7,MPCLINUX,000A,2019-11-28,2463353.97508,280.1634378,35.9129984,49.7193066,20.8515861,1.0035821,Distant Object,,,,,,,2303,1,0.99664587,0.022457618,0.0,0.49999988,0.0020024222,"[0.0033538639545440674, 0.9966458678245544]","[0.002002422232180834, 0.002002422232180834]"
2687,6.91,0.15,32.0,0.21,4,2013-2018,M-v,3Ek,,,2013 RO109,2460800.5,353.46795,331.1297,52.13772,1.52252,0.0401583,0.00334737,44.2588656,E2025-NA0,5,Veres,000A,2018-11-26,2462751.93847,294.4424464,42.4815048,46.0362264,22.0937449,1.0034078,Distant Object,,,,,,,2304,1,0.99788237,0.015154068,0.0,0.49999994,0.0009093294,"[0.002117525553330779, 0.9978823661804199]","[0.0009093304979614913, 0.0009093283442780375]"
2688,6.76,0.15,40.0,0.15,4,2013-2018,M-v,3Ek,,,2013 RP109,2460800.5,3.94308,270.80682,105.61084,2.35017,0.1085838,0.00326779,44.9745286,E2025-NA0,6,Veres,000A,2018-10-18,2459593.8164,301.6129122,40.0910234,49.8580338,22.2221295,1.0033265,Distant Object,,,,,,,2305,1,0.9978666,0.015252821,0.0,0.5000001,0.0009049942,"[0.0021336288191378117, 0.9978665709495544]","[0.0009049961226992309, 0.0009049922227859497]"
2689,7.92,0.15,29.0,0.2,4,2013-2018,M-v,3Ek,,,2013 RQ109,2460800.5,358.54827,336.25681,70.56313,14.51102,0.157616,0.00443513,36.6886462,E2025-NA0,6,Veres,000A,2018-11-28,2461127.82746,222.2273616,30.9059285,42.4713639,17.8885987,1.0045202,Distant Object,,,,,,,2306,1,0.9990503,0.0075586624,0.0,0.5,0.0004252224,"[0.0009497209684923291, 0.9990503191947937]","[0.00042522180592641234, 0.00042522299918346107]"
2690,6.96,0.15,67.0,0.49,3,2013-2022,M-v,3Ek,,,2013 RR109,2460800.5,28.12899,104.69227,225.90917,4.2278,0.0599133,0.0029576,48.0665404,MPO918652,6,MPCLINUX,000A,2022-10-29,2451289.75142,333.2455028,45.1867153,50.9463655,23.9470003,1.0030098,Distant Object,,,,,,,2307,1,0.9964369,0.023642125,0.0,0.49999997,0.0020229158,"[0.0035630431957542896, 0.9964368939399719]","[0.0020229180809110403, 0.0020229134242981672]"
2691,7.02,0.15,28.0,0.17,4,2004-2021,M-v,3Ek,,,2013 RS109,2460800.5,59.24297,308.81515,353.51121,4.8464,0.1175234,0.00327833,44.8781208,E2025-NA0,8,Veres,000A,2021-09-12,2442729.25271,300.6436219,39.6038915,50.1523501,22.1291377,1.0033373,Distant Object,,,,,,,2308,1,0.9978016,0.01564952,0.0,0.49999994,0.0010706843,"[0.00219825841486454, 0.9978016018867493]","[0.0010706853354349732, 0.0010706833563745022]"
2692,7.74,0.15,34.0,0.26,3,2007-2023,M-v,3Ek,,,2013 RT109,2460800.5,12.82996,44.13897,293.59967,17.25083,0.2118343,0.00319864,45.6203996,MPO906652,8,MPCLINUX,000A,2023-09-06,2456789.38264,308.1332947,35.9564342,55.284365,21.7866201,1.0032559,Distant Object,,,,,,,2309,1,0.99736476,0.018281668,0.0,0.49999997,0.0016837895,"[0.002635197713971138, 0.9973647594451904]","[0.0016837917501106858, 0.0016837874427437782]"
2693,6.8,0.15,27.0,0.15,4,2013-2023,M-v,3Ek,,,2013 RD124,2460800.5,51.31898,55.04489,221.37686,15.41796,0.0940882,0.00350616,42.9123141,E2025-NA0,7,Veres,000A,2023-09-06,2446163.44458,281.107804,38.8747717,46.9498565,21.2662145,1.0035701,Distant Object,,,,,,,2310,1,0.9978971,0.015063577,0.0,0.49999997,0.0010281967,"[0.0021028383634984493, 0.9978970885276794]","[0.0010281968861818314, 0.0010281965369358659]"
2694,7.0,0.15,23.0,0.18,3,2013-2021,M-v,3Ek,,,2013 RE124,2460800.5,5.15652,160.44578,175.65992,31.65818,0.6720296,0.00072981,122.1791654,E2025-NA0,5,Veres,000A,2021-09-12,2453734.83817,1350.5035534,40.0711497,204.2871811,33.5000742,1.000741,Distant Object,,,,,,,2311,0,0.8857981,0.35521144,0.040000000000000036,0.5000001,0.1322811,"[0.8857980966567993, 0.11420208215713501]","[0.132281094789505, 0.1322811096906662]"
2695,6.56,0.15,35.0,0.16,4,2013-2021,M-v,3Ek,,,2013 RF124,2460800.5,157.37807,173.52529,44.35711,4.11905,0.0327422,0.00342058,43.6250457,E2025-NA0,8,Veres,000A,2021-09-12,2414790.24711,288.1401928,42.1966657,45.0534257,21.7891387,1.0034826,Distant Object,,,,,,,2312,1,0.9978728,0.015214082,0.0,0.50000006,0.00091540144,"[0.0021273207385092974, 0.9978728294372559]","[0.0009154009749181569, 0.0009154019062407315]"
2696,7.31,0.15,29.0,0.21,4,2013-2018,M-v,3Ek,,,2013 RG124,2460800.5,5.03054,287.7944,35.66691,43.48023,0.5721632,0.00113313,91.1204542,E2025-NA0,6,Veres,000A,2018-11-09,2456360.87419,869.8088333,38.9846835,143.2562249,30.6451424,1.001151,Distant Object,,,,,,,2313,1,0.74145204,0.5715326,0.14,0.5,0.20313762,"[0.25854793190956116, 0.7414520382881165]","[0.2031376212835312, 0.2031376212835312]"
2697,6.47,0.15,29.0,0.21,4,2013-2024,M-v,3Ek,,,2013 RH124,2460800.5,218.69196,0.3118,180.01088,35.76217,0.083622,0.00331362,44.5588588,MPO893381,6,MPCLINUX,000A,2024-12-22,2503445.36963,297.4411759,40.8327579,48.2849597,22.1236374,1.0033734,Distant Object,,,,,,,2314,1,0.9956956,0.027745817,0.0,0.49999997,0.0026367493,"[0.004304357338696718, 0.9956955909729004]","[0.0026367483660578728, 0.0026367499958723783]"
2698,6.38,0.15,21.0,0.17,4,2013-2020,M-v,3Ek,,,2013 RJ124,2460800.5,114.40173,159.62889,111.1957,4.04365,0.0555515,0.0033638,44.114615,E2025-NA0,5,Veres,000A,2020-09-21,2426790.82939,293.0041287,41.663982,46.565248,21.9892393,1.0034246,Distant Object,,,,,,,2315,1,0.99787146,0.015221247,0.0,0.49999994,0.0009910576,"[0.0021284460090100765, 0.997871458530426]","[0.0009910574881359935, 0.000991057837381959]"
2699,7.58,0.15,28.0,0.27,3,2013-2017,M-v,3Ek,,,2013 RK124,2460800.5,72.46737,210.26658,92.57444,7.04767,0.184292,0.00393082,39.7631105,E2025-NA0,5,Veres,000A,2017-08-27,2442364.71848,250.7382123,32.4350873,47.0911337,19.2063072,1.0040042,Distant Object,,,,,,,2316,1,0.9987956,0.009299409,0.0,0.5,0.00051316596,"[0.0012044101022183895, 0.9987956285476685]","[0.0005131673533469439, 0.0005131646175868809]"
2700,8.83,0.15,16.0,0.26,4,2013-2021,M-v,3Ek,,,2013 RL124,2460800.5,354.72987,245.22068,166.86558,10.13367,0.0298734,0.00592088,30.260683,MPO686920,5,MPCLINUX,000A,2021-12-01,2461690.60438,166.4631425,29.3566935,31.1646725,15.1168389,1.0060436,Distant Object,,,,,,,2317,1,0.99942374,0.0048735645,0.0,0.49999994,0.00019380129,"[0.0005761326756328344, 0.9994237422943115]","[0.00019380371668376029, 0.000193798856344074]"
2701,7.86,0.15,23.0,0.13,3,2013-2020,M-v,3Ek,,,2013 RM124,2460800.5,2.37434,181.64672,187.26429,13.85005,0.6037814,0.00117248,89.0703781,E2025-NA0,6,Veres,000A,2020-10-20,2458775.30382,840.6204361,35.2913405,142.8494157,28.2997977,1.001191,Distant Object,,,,,,,2318,1,0.7863832,0.51870936,0.06000000000000005,0.49999997,0.15070912,"[0.2136167287826538, 0.7863832116127014]","[0.1507091373205185, 0.1507091075181961]"
2702,6.77,0.15,27.0,0.17,4,2013-2020,M-v,3Ek,,,2013 RN124,2460800.5,86.15923,79.10923,184.37152,15.15772,0.154248,0.00321433,45.4718311,E2025-NA0,7,Veres,000A,2020-09-21,2433995.52536,306.6293093,38.4578921,52.4857701,22.1949725,1.0032719,Distant Object,,,,,,,2319,1,0.9974668,0.017674655,0.0,0.50000006,0.0015818132,"[0.0025333024095743895, 0.9974668025970459]","[0.0015818141400814056, 0.0015818122774362564]"
2703,7.44,0.15,30.0,0.19,4,2013-2020,M-v,3Ek,,,2013 RO124,2460800.5,274.55168,290.42245,181.46444,24.5507,0.0807906,0.00405653,38.9373551,E2025-NA0,6,Veres,000A,2020-08-12,2481865.04333,242.9683317,35.7915828,42.0831274,19.3416031,1.0041328,Distant Object,,,,,,,2320,1,0.9979738,0.01459021,0.0,0.50000006,0.0008591532,"[0.00202627619728446, 0.9979737997055054]","[0.0008591536898165941, 0.0008591528167016804]"
2704,7.04,0.15,27.0,0.24,4,2013-2021,M-v,3Ek,,,2013 RP124,2460800.5,13.02085,347.44562,28.64679,32.17754,0.1967416,0.00316601,45.9333225,E2025-NA0,5,Veres,000A,2021-09-08,2456687.7868,311.3090819,36.8963271,54.9703179,22.0776848,1.0032226,Distant Object,,,,,,,2321,1,0.9958942,0.026660413,0.0,0.5,0.0028939259,"[0.00410584919154644, 0.995894193649292]","[0.0028939249459654093, 0.0028939268086105585]"
2705,7.02,0.15,28.0,0.55,3,2013-2024,M-v,3Ek,,,2013 RQ124,2460800.5,89.64798,62.02813,179.92226,21.59842,0.1664574,0.00307902,46.7944159,MPO906653,7,MPCLINUX,000A,2024-08-30,2431684.55976,320.1039594,39.0051391,54.5836927,22.7489166,1.0031338,Distant Object,,,,,,,2322,1,0.99658984,0.022778261,0.0,0.50000006,0.0023523755,"[0.0034103342331945896, 0.9965898394584656]","[0.0023523764684796333, 0.002352374605834484]"
2706,7.48,0.15,27.0,0.23,4,2013-2018,M-v,3Ek,,,2013 RR124,2460800.5,46.77897,225.14495,101.22423,45.30814,0.0662666,0.00363958,41.857045,E2025-NA0,6,Veres,000A,2018-09-15,2447947.36908,270.8026111,39.0833209,44.6307691,20.8366199,1.0037064,Distant Object,,,,,,,2323,1,0.997116,0.01974739,0.0,0.50000006,0.0024701473,"[0.00288405898027122, 0.9971160292625427]","[0.0024701477959752083, 0.0024701470974832773]"
2707,8.1,0.15,22.0,0.24,3,2013-2020,M-v,3Ek,,,2013 RS124,2460800.5,358.66594,259.37878,140.04095,15.27554,0.2564374,0.00308199,46.7643956,E2025-NA0,4,Veres,000A,2020-09-21,2461233.36933,319.7959715,34.7722556,58.7565356,21.8445812,1.0031368,Distant Object,,,,,,,2324,1,0.9972682,0.018853648,0.0,0.50000006,0.0013983104,"[0.002731866901740432, 0.9972681999206543]","[0.001398308901116252, 0.0013983119279146194]"
2708,7.78,0.15,26.0,0.22,3,2013-2024,M-v,3Ek,,,2013 RT124,2460800.5,11.52322,309.25601,49.58717,18.25582,0.4474704,0.00184247,65.8974082,MPO893381,6,MPCLINUX,000A,2024-11-24,2454546.03843,534.9368311,36.4102686,95.3845478,26.351393,1.0018729,Distant Object,,,,,,,2325,1,0.9779824,0.10578997,0.0,0.49999988,0.021953145,"[0.022017352283000946, 0.9779824018478394]","[0.021953148767352104, 0.021953141316771507]"
2709,6.85,0.15,17.0,0.17,4,2013-2017,M-v,3Ek,,,2013 RU124,2460800.5,319.62665,291.57635,188.1873,31.62217,0.2553741,0.002901,48.6897461,E2025-NA0,5,Veres,000A,2017-11-01,2474717.54585,339.7474962,36.255646,61.1238462,22.7571995,1.0029521,Distant Object,,,,,,,2326,1,0.99549395,0.028838426,0.0,0.49999994,0.0033170185,"[0.004505902994424105, 0.9954939484596252]","[0.0033170210663229227, 0.0033170159440487623]"
2710,5.87,0.15,27.0,0.09,4,2013-2018,M-v,3Ek,,,2013 RV124,2460800.5,96.51191,184.22589,51.93309,43.21323,0.1043687,0.00329281,44.7464016,E2025-NA0,5,Veres,000A,2018-11-08,2431490.51761,299.3209908,40.0762778,49.4165254,22.1294934,1.0033521,Distant Object,,,,,,,2327,1,0.9944281,0.03447423,0.0,0.49999994,0.0042482596,"[0.005571807734668255, 0.9944280982017517]","[0.004248261451721191, 0.00424825819209218]"
2711,7.55,0.15,27.0,0.17,4,2013-2023,M-v,3Ek,,,2013 RW124,2460800.5,40.69878,257.85756,92.63026,4.80259,0.0700408,0.00442333,36.7539012,E2025-NA0,6,Veres,000A,2023-12-07,2451599.50075,222.8205107,34.1796286,39.3281738,18.2867985,1.0045081,Distant Object,,,,,,,2328,1,0.99913526,0.006964282,0.0,0.50000006,0.00032314056,"[0.0008648771909065545, 0.9991352558135986]","[0.00032313677365891635, 0.0003231443406548351]"
2712,8.23,0.15,26.0,0.17,5,2013-2018,M-v,3Ek,,,2013 RX124,2460800.5,42.35509,232.45366,20.61157,29.46019,0.241901,0.00397647,39.4582088,E2025-NA0,5,Veres,000A,2018-10-27,2450148.88296,247.8597743,29.9132286,49.003189,18.5746343,1.0040509,Distant Object,,,,,,,2329,1,0.99809694,0.01382274,0.0,0.5,0.00087083824,"[0.0019030923722311854, 0.9980969429016113]","[0.0008708388195373118, 0.0008708376553840935]"
2713,7.4,0.15,35.0,0.29,4,2013-2017,M-v,3Ek,,,2013 RT128,2460800.5,125.34966,214.47787,32.74164,24.11968,0.1033957,0.00382601,40.4860307,MPO650044,5,MPCLINUX,000A,2017-09-18,2428037.91244,257.6070831,36.2999492,44.6721122,20.0266039,1.003897,Distant Object,,,,,,,2330,1,0.99781084,0.015593055,0.0,0.49999994,0.0010648586,"[0.0021890345960855484, 0.9978108406066895]","[0.001064860844053328, 0.0010648563038557768]"
2714,7.61,0.15,22.0,0.13,4,2013-2023,M-v,3Ek,,,2013 RU128,2460800.5,23.57623,112.65799,176.16908,25.24175,0.4154927,0.00205679,61.2363761,MPO781696,4,Bell,000A,2023-09-06,2449337.36488,479.1971457,35.7931089,86.6796433,25.3324421,1.0020912,Distant Object,,,,,,,2331,1,0.9832995,0.08490408,0.0,0.5,0.01233883,"[0.01670052483677864, 0.9832994937896729]","[0.012338834814727306, 0.012338826432824135]"
2715,7.54,0.15,34.0,0.25,4,2000-2022,M-v,3Ek,,,2013 RV128,2460800.5,28.26354,48.81551,255.5507,8.38473,0.3340182,0.00229217,56.9689628,MPO906653,9,MPCLINUX,000A,2022-08-27,2448469.65056,429.9891221,37.9402924,75.9976332,25.3065203,1.0023311,Distant Object,,,,,,,2332,1,0.9925567,0.043891326,0.0,0.50000006,0.004688957,"[0.007443385198712349, 0.9925566911697388]","[0.004688959568738937, 0.004688953515142202]"
2716,6.89,0.15,27.0,0.51,4,2008-2021,M-v,3Ek,,,2013 RW128,2460800.5,328.59706,118.42235,291.00213,5.60915,0.1364604,0.0031904,45.6989195,MPO660191,6,MPCLINUX,000A,2021-10-03,2470643.44759,308.9291558,39.4628267,51.9350123,22.4239699,1.0032475,Distant Object,,,,,,,2333,1,0.9978569,0.015312476,0.0,0.5000001,0.0010173719,"[0.0021433455403894186, 0.9978569149971008]","[0.001017372589558363, 0.0010173713089898229]"
2717,7.41,0.15,13.0,0.08,6,2013-2018,M-v,3Ek,,,2013 RQ155,2460800.5,332.68063,318.34301,50.0324,38.51693,0.3139055,0.00268663,51.246491,MPO644983,5,Alexanders,000A,2018-11-07,2470969.25233,366.8564845,35.1599356,67.3330464,23.0984164,1.0027333,Distant Object,,,,,,,2334,1,0.99320906,0.040669627,0.0,0.50000006,0.0051764585,"[0.006791016086935997, 0.9932090640068054]","[0.005176458042114973, 0.005176459439098835]"
2718,6.89,0.15,11.0,0.07,6,2013-2017,M-v,3Ek,,,2013 RR155,2460800.5,41.35277,223.15086,3.96931,34.14798,0.3856713,0.00202549,61.8655323,MPO644983,4,Alexanders,000A,2017-10-16,2440383.41202,486.60115,38.005772,85.7252926,26.3317538,1.0020593,Distant Object,,,,,,,2335,1,0.98362994,0.08355478,0.0,0.5000001,0.015441349,"[0.01637032814323902, 0.9836299419403076]","[0.015441343188285828, 0.015441353432834148]"
2719,7.21,0.15,14.0,0.08,6,2013-2018,M-v,3Ek,,,2013 RS155,2460800.5,319.94718,332.28675,45.80306,34.08985,0.2669715,0.00275288,50.4209293,MPO644983,6,Alexanders,000A,2018-11-09,2475350.34743,358.0274034,36.9599782,63.8818804,23.4136195,1.0028009,Distant Object,,,,,,,2336,1,0.9942248,0.035525504,0.0,0.50000006,0.0035611303,"[0.005775336641818285, 0.9942247867584229]","[0.0035611309576779604, 0.003561129327863455]"
2720,6.46,0.15,16.0,0.19,7,2013-2024,M-v,3Ek,,,2013 RT155,2460800.5,349.30603,222.20903,172.30293,26.02878,0.6569253,0.000929,104.0219031,E2024-TO9,4,MPCLINUX,000A,2024-10-01,2472311.77018,1060.9311295,35.6872832,172.356523,29.5655812,1.0009435,Distant Object,,,,,,,2337,0,0.62564206,0.6612344,0.29000000000000004,0.5,0.20789969,"[0.6256420612335205, 0.3743579089641571]","[0.20789968967437744, 0.20789968967437744]"
2721,7.23,0.15,27.0,0.25,3,2013-2024,M-v,3Ek,,,2013 RU155,2460800.5,25.78396,51.2107,287.39911,1.79759,0.0852054,0.0033583,44.1627567,MPO893383,7,MPCLINUX,000A,2024-11-01,2453122.81784,293.4838869,40.3998514,47.925662,21.9210684,1.003419,Distant Object,,,,,,,2338,1,0.9980338,0.014217823,0.0,0.5000001,0.00086273835,"[0.0019663728307932615, 0.9980338215827942]","[0.0008627368370071054, 0.0008627398638054729]"
2722,7.2,0.15,22.0,0.07,5,2013-2017,M-v,3Ek,,,2013 RV155,2460800.5,340.73725,38.26032,1.48515,28.26372,0.0655973,0.00371978,41.2532234,MPO644983,5,Alexanders,000A,2017-10-28,2465979.07623,264.9639765,38.5471233,43.9593235,20.5378553,1.0037884,Distant Object,,,,,,,2339,1,0.9970682,0.020026142,0.0,0.5,0.0016234627,"[0.00293180113658309, 0.9970682263374329]","[0.0016234595095738769, 0.0016234659124165773]"
2723,7.38,0.15,18.0,0.1,5,2013-2018,M-v,3Ek,,,2013 RX155,2460800.5,48.71273,127.12006,174.73902,27.93221,0.2607479,0.00306061,46.9818983,MPO644984,6,Alexanders,000A,2018-11-08,2444884.42799,322.0296356,34.731467,59.2323296,21.893812,1.003115,Distant Object,,,,,,,2340,1,0.99627846,0.024530977,0.0,0.49999994,0.0022011525,"[0.003721432061865926, 0.9962784647941589]","[0.0022011520341038704, 0.0022011531982570887]"
