Name,a,e,i,predicted_class,predicted_prob_mean,predicted_prob_std,predictive_entropy
,177.5644185,0.9697215,99.55545,0,0.97648287,0.088509575,0.11142812
,152.2834158,0.7936775,28.52389,0,0.9756535,0.066830084,0.11450368
,149.1790263,0.7975081,17.73776,0,0.9744142,0.07815596,0.119045615
,156.4960029,0.7503496,20.45137,0,0.97062665,0.08465632,0.132557
,156.3765671,0.8083254,22.16325,0,0.9679002,0.10073048,0.14196715
,155.7802417,0.7618675,14.11058,0,0.9663013,0.1079712,0.14737287
,156.0864905,0.8155703,15.66153,0,0.9638739,0.10752345,0.15543091
,167.9807111,0.9824178,152.4925,0,0.9597958,0.12032923,0.16859254
,150.5756989,0.7350714,27.20024,0,0.959134,0.09766055,0.17068659
,140.6050286,0.7503009,8.58242,0,0.9561471,0.113153726,0.18000144
,136.3591525,0.8005119,11.00423,0,0.95528984,0.10301816,0.18263462
,149.5396309,0.7771071,12.97822,0,0.95474577,0.12510243,0.18429685
,147.8763148,0.722525,33.58979,0,0.95442355,0.12673712,0.1852785
,161.2160529,0.981445,90.96538,0,0.95300734,0.123548135,0.18956324
,146.2042097,0.7460327,11.92516,0,0.9497514,0.12703376,0.1992467
,152.0915944,0.7641037,19.4303,0,0.9495498,0.1509605,0.19983885
,159.0922942,0.7564399,37.35365,0,0.9490514,0.12532915,0.2012991
,145.1391847,0.7679433,13.04192,0,0.946012,0.112563126,0.21009436
,138.1594529,0.7492622,16.43782,0,0.94178224,0.12652658,0.22203533
,133.9785476,0.8478055,26.44313,0,0.9403393,0.113809094,0.22603282
,137.3173746,0.7351545,14.71795,0,0.9400404,0.11672579,0.22685622
,137.1127584,0.7307381,8.2696,0,0.93894815,0.12279165,0.22985214
,146.4192536,0.6896984,48.27069,0,0.93764687,0.13811432,0.23339376
,132.8661482,0.7645049,16.95974,0,0.9369479,0.11378159,0.2352844
,144.6049303,0.7351967,33.37382,0,0.9328697,0.14287056,0.24615209
,138.70105,0.6910764,7.82124,0,0.9324474,0.15902174,0.24726194
,142.5174143,0.6725917,44.02579,0,0.92962533,0.11664318,0.25460708
,141.8953068,0.9641162,57.93511,0,0.92920035,0.14064455,0.25570256
,135.4034498,0.6975969,35.8189,0,0.9272628,0.13981324,0.26066226
,135.7547712,0.718514,13.69282,0,0.9221975,0.16288416,0.27336925
,140.4213474,0.7209543,24.8566,0,0.91957855,0.17575668,0.27979752
,144.6631161,0.6738068,32.63933,0,0.9193006,0.15684187,0.28047413
,131.4619685,0.6930709,24.90047,0,0.91810274,0.1467257,0.283379
,128.7266641,0.6440601,16.40769,0,0.91414315,0.163608,0.29284576
,141.5475767,0.7273235,22.02731,0,0.91241014,0.17769918,0.296926
,135.5009283,0.7292328,20.02079,0,0.9110655,0.15116383,0.30006573
,122.1791654,0.6720296,31.65818,0,0.90096205,0.15137585,0.32296398
,134.1139472,0.7063697,32.01696,0,0.90066856,0.16428797,0.32361156
,125.9406008,0.8077562,4.40478,0,0.89960176,0.18522951,0.3259571
,137.3464385,0.7230343,40.89155,0,0.8994459,0.16298957,0.32629877
,131.9032661,0.7210178,34.23746,0,0.89933205,0.1754584,0.32654816
,123.8751169,0.6930957,8.88537,0,0.8968514,0.1779509,0.3319466
,132.8479594,0.729789,13.06938,0,0.8949368,0.18477586,0.33606756
,133.1238166,0.7019793,26.43984,0,0.88894784,0.21887632,0.3487095
,145.7502156,0.9707303,89.1284,0,0.8882888,0.18667331,0.35007808
,126.6207485,0.8178077,4.2449,0,0.88645357,0.2189325,0.35386637
,132.6420859,0.704982,28.18298,0,0.8820103,0.17908213,0.36290044
,132.2927202,0.7031607,31.18889,0,0.8819509,0.1976254,0.36301985
,128.2244888,0.6559163,38.42855,0,0.88177955,0.18749635,0.3633643
,123.1676926,0.6811193,28.48808,0,0.88147277,0.15902036,0.36398038
,122.1407287,0.7654313,5.71872,0,0.8789144,0.18650727,0.36908248
,121.6066049,0.7853519,27.98359,0,0.87271523,0.19306973,0.38119233
,122.5468154,0.6571402,1.09252,0,0.87058073,0.19876213,0.3852813
,134.2948467,0.8498108,31.49174,0,0.8639464,0.21794757,0.39773446
,124.6522532,0.707014,1.65911,0,0.8638591,0.21134758,0.39789575
,122.683712,0.6927472,15.52273,0,0.8568374,0.21224682,0.41066325
,125.0241661,0.6767118,10.34313,0,0.8525424,0.23219387,0.4182736
,133.0109956,0.7461732,28.51895,0,0.8524379,0.22323833,0.41845697
,114.0872307,0.653163,3.69357,0,0.85183656,0.20067228,0.41951013
,124.6779236,0.6974397,25.88077,0,0.8517693,0.19206686,0.4196277
,125.1045854,0.8931388,30.77381,0,0.85026115,0.20831063,0.42225587
,129.70992,0.7414955,19.80999,0,0.8494258,0.20461889,0.42370373
,120.0335485,0.7197987,18.65739,0,0.84746385,0.19693516,0.4270832
,119.7650222,0.7054716,14.91796,0,0.84532773,0.2141483,0.43072867
,120.1141927,0.6944233,19.32207,0,0.8426709,0.18428496,0.43521422
,118.3538186,0.6738924,18.16131,0,0.838904,0.21055058,0.4414828
,118.3516828,0.812432,8.56888,0,0.83883154,0.23517846,0.44160238
,114.5205168,0.636324,1.19364,0,0.8378745,0.22109978,0.44317773
,123.979269,0.6948603,28.83829,0,0.83761376,0.20719007,0.44360575
,120.8434946,0.6948525,21.76502,0,0.8367573,0.2335731,0.44500807
,123.3010582,0.8256987,28.55943,0,0.8354452,0.22164017,0.44714606
,114.215739,0.8110638,0.96546,0,0.8239487,0.22088957,0.4653527
,119.4649995,0.6465564,38.34495,0,0.8183232,0.20640501,0.47392657
,116.8301573,0.6490974,31.32662,0,0.81236297,0.2348146,0.48277846
,115.7920697,0.6648583,22.95963,0,0.81018144,0.23048967,0.48595974
,116.9448726,0.8167188,1.58876,0,0.8081926,0.2648815,0.48883313
,114.6563228,0.8060323,12.33214,0,0.8064205,0.2387778,0.4913718
,117.4718463,0.6683551,29.66949,0,0.8034096,0.22052696,0.49563932
,114.8743735,0.6278343,0.8895,0,0.7995708,0.2794606,0.5009968
,117.5919699,0.7805898,22.42702,0,0.7994962,0.22999981,0.50110006
,115.5605474,0.6755343,27.76261,0,0.79681075,0.22992437,0.504792
,113.100643,0.6621231,0.88044,0,0.79430795,0.27255192,0.5081928
,112.6567151,0.6707721,14.00508,0,0.7798469,0.23925292,0.52710164
,109.9115692,0.6366508,4.84197,0,0.7779095,0.24388957,0.52954113
,111.4864725,0.7072962,16.27848,0,0.77129936,0.24460122,0.53770155
,114.6967652,0.6798432,29.60279,0,0.7676422,0.2485756,0.5421096
,114.3613405,0.6810081,31.12825,0,0.76466143,0.23507248,0.54564697
,113.0362541,0.6371017,0.89267,0,0.7615249,0.27932152,0.5493158
,110.779673,0.7281601,18.98621,0,0.7573571,0.25969014,0.5541072
,110.0494682,0.4520951,18.71545,0,0.75731474,0.2576542,0.5541554
,113.2860369,0.8433983,2.18417,0,0.75461215,0.28916758,0.5572112
,113.8689648,0.6311682,1.48121,0,0.75431657,0.28439608,0.55754304
,109.7608336,0.7002659,16.7112,0,0.74983627,0.26396245,0.56251496
,113.1892296,0.6860346,18.16906,0,0.74966097,0.27702814,0.5627073
,114.5959372,0.6265329,10.92901,0,0.7477073,0.2687852,0.56483996
,105.6622713,0.6739223,3.01397,0,0.74679536,0.26559544,0.56582844
,109.6011801,0.7010583,24.45037,0,0.7464618,0.24501285,0.56618893
,105.6729706,0.6554613,11.98531,0,0.7423961,0.24231784,0.5705357
,111.91421,0.6586482,32.41038,0,0.7381008,0.24717423,0.5750341
,109.999845,0.6445028,40.24271,0,0.7259308,0.24629012,0.5872643
,131.7109208,0.9760493,144.24616,0,0.72522974,0.30010006,0.58794594
,110.2776382,0.6639487,26.37454,0,0.72400993,0.256318,0.5891261
,103.7524641,0.6647619,12.72472,0,0.709352,0.26754034,0.6027309
,109.970916,0.6481962,26.7787,0,0.70512027,0.26409808,0.6064633
,109.5662021,0.6770065,15.42819,0,0.69595903,0.25350678,0.61424947
,103.1731728,0.6629885,13.33411,0,0.68978655,0.25946778,0.6192713
,108.2962339,0.6875745,26.30215,0,0.6879447,0.28065127,0.6207353
,103.2919492,0.6684858,13.88353,0,0.6821204,0.25604326,0.62526083
,102.3874877,0.7280915,11.52884,0,0.6732618,0.28157535,0.63184464
,101.6220841,0.6245923,3.48899,0,0.67283624,0.27809754,0.63215184
,107.7598825,0.6540534,30.5378,0,0.6697594,0.245419,0.63434887
,105.9729101,0.6457618,32.4415,0,0.66837823,0.26432225,0.63532126
,132.2064121,0.9904292,145.59282,0,0.6631492,0.319393,0.6389245
,104.8295898,0.6266198,25.45023,0,0.6603486,0.30140913,0.64080393
,102.3496609,0.6415139,19.45432,0,0.65751356,0.29695502,0.642671
,100.5432462,0.5673103,2.56449,0,0.65227103,0.29800147,0.6460295
,107.0109897,0.5311209,43.13497,0,0.6521339,0.26263064,0.64611566
,104.6249288,0.6538166,26.76292,0,0.65142,0.28324136,0.6465632
,104.7288123,0.5998097,30.98198,0,0.6460547,0.25377542,0.64985484
,103.0743195,0.6331048,29.23782,0,0.6452741,0.26493016,0.65032315
,100.3998235,0.6521175,4.27898,0,0.6439449,0.32281178,0.6511146
,99.7616536,0.6388509,4.77801,0,0.6420491,0.28032103,0.65223014
,104.0219031,0.6569253,26.02878,0,0.64164406,0.27476296,0.6524664
,106.136129,0.7174762,21.11358,0,0.64064074,0.26826388,0.65304863
,101.4592212,0.633646,20.16632,0,0.6392327,0.26054692,0.6538584
,100.0456491,0.5731267,20.79156,0,0.6342927,0.2837097,0.6566314
,98.8748155,0.6486646,2.66533,0,0.6329805,0.30459586,0.6573503
,99.9036573,0.7121454,21.22472,0,0.6328972,0.28194398,0.6573957
,100.5460103,0.6813198,19.10362,0,0.62913233,0.27646872,0.65941584
,98.8267229,0.5813263,0.92422,0,0.6195244,0.30421415,0.66429645
,100.6608154,0.6278894,27.05668,0,0.6172559,0.27042106,0.66539156
,100.7107367,0.6325909,28.74404,0,0.6152824,0.24764894,0.66632646
,102.5781973,0.6972678,25.50587,0,0.6147342,0.2771076,0.6665833
,102.7995056,0.6911437,18.04534,0,0.6142854,0.30835465,0.6667925
,103.078411,0.6262213,26.05137,0,0.6140987,0.28037155,0.6668793
,99.408759,0.6630751,10.44929,0,0.6109635,0.27617246,0.6683151
,96.8775804,0.5472504,6.41104,0,0.60810447,0.28726256,0.66958845
,98.2748417,0.5803301,21.895,0,0.6009577,0.25829703,0.6726214
,100.8028223,0.4570271,36.37452,0,0.6008233,0.26282325,0.67267644
,100.7584002,0.6324075,19.49768,0,0.5938404,0.26810732,0.67543024
,99.1411756,0.6033213,23.36695,0,0.5923915,0.28431758,0.6759763
,97.3283839,0.7023907,10.67592,0,0.5839184,0.29780594,0.6789957
,97.6244583,0.5907649,21.29056,0,0.5767122,0.29515883,0.68133104
,94.6285091,0.6218284,4.64351,0,0.5686271,0.30705026,0.683698
,96.2943206,0.5911427,15.19821,0,0.5682506,0.26058677,0.6838018
,95.6998982,0.6357513,15.31507,0,0.5605747,0.30141535,0.68579054
,98.5018203,0.6444861,13.03871,0,0.5601821,0.26272509,0.68588585
,98.2311256,0.6141879,24.73882,0,0.5505929,0.26270568,0.68801916
,101.0593733,0.6444958,25.47367,0,0.54962415,0.25801477,0.68821394
,94.4391944,0.6646462,11.96073,0,0.5482056,0.29487643,0.6884924
,96.6788024,0.6294885,29.26702,0,0.54819757,0.28169817,0.68849397
,96.2917632,0.6126077,16.77348,0,0.53898114,0.27704483,0.6901051
Ceto,100.080313,0.8231395,22.30268,0,0.53595304,0.2693313,0.6905597
,99.2561632,0.6396399,32.63131,0,0.534497,0.26985124,0.69076514
,98.6958643,0.8747511,5.96199,0,0.52707845,0.31904998,0.69168
,96.5772168,0.6518702,15.5878,0,0.5245892,0.286524,0.69193745
,97.0817531,0.6008862,24.19923,0,0.5177189,0.2628,0.6925191
,97.3630963,0.7905106,2.46759,0,0.5156512,0.32206157,0.6926572
,95.7301847,0.6287006,18.70131,0,0.5136869,0.2663239,0.69277245
,94.8443595,0.5966723,15.3568,0,0.512641,0.25848123,0.6928275
,95.3104534,0.5502209,2.50628,0,0.50837207,0.27055386,0.693007
,106.1316387,0.9620625,103.16916,0,0.50833344,0.31464186,0.6930083
