name,H,G,Num_obs,rms,U,Arc_years,Perturbers,Perturbers_2,Number,Name,Principal_desig,Epoch,M,Peri,Node,i,e,n,a,Ref,Num_opps,Computer,Hex_flags,Last_obs,Tp,Orbital_period,Perihelion_dist,Aphelion_dist,Semilatus_rectum,Synodic_period,Orbit_type,Other_desigs,One_opposition_object_flag,Arc_length,NEO_flag,One_km_NEO_flag,PHA_flag,predicted_class,predicted_prob_mean,predicted_prob_std,predictive_entropy,variation_ratio,prob_mean_c0,prob_std_c0,prob_mean_c1,prob_std_c1
1859,7.64,0.15,29.0,0.19,4,2004-2019,M-v,3Ek,,,2004 DM71,2460800.5,145.21949,303.73979,105.48905,2.301,0.037139,0.00349372,43.0140914,E2024-S44,6,MPCLINUX,000A,2019-04-05,2419234.39816,282.1084731,41.4165911,44.6115917,21.4773809,1.0035573,Distant Object,,,,,,,1,0.9870007,0.012505087,0.06936857,0.0,0.0129993,0.01250509,0.9870007,0.012505087
1860,7.7,0.15,4.0,0.06,E,,,,,,2004 DF77,2453060.5,0.0,174.51914,354.48864,43.81783,0.0,0.00344886,43.3862614,MPO 66339,1,MPCM,200A,2004-03-15,2453060.5,285.7777041,43.3862614,43.3862614,21.6931307,1.0035115,Distant Object,,1.0,17.0,,,,1,0.98621833,0.011721429,0.072732635,0.0,0.013781662,0.011721429,0.98621833,0.011721429
1861,7.3,0.15,11.0,0.18,3,2004-2015,M-v,38h,,,2004 DG77,2460800.5,281.03731,296.66209,352.83199,47.71202,0.1273882,0.00341354,43.6850244,MPO335169,3,MPCADO,000A,2015-03-16,2483932.97107,288.7346293,38.1200678,49.249981,21.4880573,1.0034754,Distant Object,,,,,,,1,0.98759186,0.011440698,0.066795066,0.0,0.012408112,0.0114406925,0.98759186,0.011440698
1862,6.1,0.15,3.0,0.02,E,,,,,,2004 EO95,2453060.5,359.93802,136.25621,44.20921,3.22203,0.0405219,0.00340642,43.7459315,MPO 62535,1,MPCM,200A,2004-03-15,2453078.69516,289.3386847,41.9732632,45.5185998,21.8370498,1.0034681,Distant Object,,1.0,1.0,,,,1,0.98595184,0.012481242,0.073867895,0.0,0.0140480865,0.012481246,0.98595184,0.012481242
1863,7.1,0.15,9.0,0.22,6,2004-2005,M-v,38h,,,2004 EP95,2460800.5,299.19434,122.91567,171.9572,10.22326,0.0312861,0.00345401,43.343112,MPO157998,2,MPCM,000A,2005-03-10,2478404.91807,285.3514838,41.9870751,44.6991489,21.6503434,1.0035168,Distant Object,,,,,,,1,0.9876978,0.009001141,0.06633127,0.0,0.01230227,0.0090011405,0.9876978,0.009001141
1864,7.82,0.15,24.0,0.11,4,2004-2019,M-v,3Ek,,,2004 EQ95,2460800.5,354.36321,86.85481,111.69107,4.52128,0.1099045,0.003174,45.8561573,MPO838182,5,Alexanders,000A,2019-04-04,2462576.42628,310.5249408,40.8163593,50.8959553,22.6511304,1.0032308,Distant Object,['2019 CK30'],,,,,,1,0.98546296,0.013145151,0.07593772,0.0,0.014536989,0.013145151,0.98546296,0.013145151
1865,6.3,0.15,5.0,0.14,E,,,,,,2004 ER95,2453100.5,180.52073,237.82398,129.47964,2.67302,0.1590933,0.00332249,44.4795169,MPO 66346,1,MPCM,200A,2004-05-26,2507121.46978,296.64709,37.4031238,51.55591,21.6768551,1.0033824,Distant Object,,1.0,72.0,,,,1,0.98570466,0.0142541425,0.07491684,0.0,0.014295377,0.01425415,0.98570466,0.0142541425
1866,6.83,0.15,26.0,0.44,5,1999-2022,M-v,3Ek,,,2004 ES95,2460800.5,340.96492,210.83525,37.31806,3.51779,0.1355961,0.00325727,45.0713489,E2022-LA3,7,MPCLINUX,000A,2022-05-23,2466644.50098,302.5873959,38.9598498,51.182848,22.1213267,1.0033158,Distant Object,,,,,,,1,0.9859761,0.013057767,0.07376499,0.0,0.014023904,0.013057775,0.9859761,0.013057767
1867,7.3,0.15,3.0,0.18,E,,,,,,2004 ET95,2453080.5,0.00271,107.89442,84.25974,1.7219,0.0384028,0.00340183,43.7851961,MPO 62535,1,MPCM,200A,2004-03-16,2453079.70336,289.7283203,42.103722,45.4666702,21.8603114,1.0034635,Distant Object,,1.0,1.0,,,,1,0.98722917,0.014858806,0.068377316,0.0,0.0127708325,0.014858812,0.98722917,0.014858806
1868,7.44,0.15,26.0,0.18,4,2004-2024,M-v,3Ek,,,2004 EV95,2460800.5,126.47515,254.7257,192.21441,12.29507,0.1890182,0.00399467,39.3383016,E2024-H69,7,MPCLINUX,000A,2024-04-14,2429138.96943,246.7308236,31.9026466,46.7739566,18.9664137,1.0040695,Distant Object,,,,,,,1,0.9908174,0.006052193,0.05221038,0.0,0.009182497,0.0060521914,0.9908174,0.006052193
1869,8.11,0.15,29.0,0.55,3,2004-2021,M-v,3Ek,,,2004 EG96,2460800.5,14.75971,15.92088,196.46841,16.22664,0.4190236,0.00240766,55.132352,MPO639856,7,MPCLINUX,000A,2021-07-09,2454670.03398,409.3641252,32.0305954,78.2341086,22.7260854,1.0024488,Distant Object,,,,,,,1,0.98062944,0.017250387,0.09557912,0.0,0.019370519,0.01725039,0.98062944,0.017250387
1870,8.0,0.15,24.0,0.17,2,2004-2013,M-v,38h,,,2004 EJ96,2460800.5,349.04277,232.4702,18.74526,9.34918,0.2357675,0.00399528,39.3342909,MPO339381,4,MPCADO,040A,2013-05-14,2463543.09862,246.6930918,30.0605435,48.6080383,18.5739213,1.0040701,Distant Object,['2004 HE64'],,,,,,1,0.99214745,0.0066711013,0.04588205,0.0,0.007852485,0.0066711083,0.99214745,0.0066711013
1871,8.05,0.15,34.0,0.23,4,2004-2021,M-v,3Ek,,,2004 FW164,2460800.5,30.22631,1.03814,198.03808,9.1344,0.1540986,0.00399931,39.3078605,MPO906393,5,MPCLINUX,000A,2021-07-09,2453242.59987,246.444488,33.2505742,45.3651468,19.1872206,1.0040742,Distant Object,,,,,,,1,0.99168897,0.006407425,0.04808731,0.0,0.008310938,0.00640743,0.99168897,0.006407425
1872,7.8,0.15,28.0,0.38,2,2004-2019,M-v,38h,,,2004 HX78,2460800.5,19.32273,19.04573,229.05467,16.29814,0.1491153,0.00401005,39.2376548,MPO477540,6,MPCLINUX,000A,2019-05-06,2455981.86409,245.7845406,33.3867201,45.0885895,19.1825955,1.0040852,Distant Object,,,,,,,1,0.9908592,0.005985049,0.052014984,0.0,0.009140793,0.005985043,0.9908592,0.005985049
1873,8.3,0.15,16.0,0.24,2,2004-2016,M-v,38h,,,2004 HY78,2460800.5,21.27197,193.18097,25.23433,12.59689,0.1921264,0.00403182,39.0962823,MPO377771,4,MPCADO,000A,2016-03-13,2455524.45208,244.4574025,31.5848543,46.6077103,18.8265693,1.0041075,Distant Object,,,,,,,1,0.9919818,0.0064273262,0.046681672,0.0,0.00801808,0.006427329,0.9919818,0.0064273262
1874,7.35,0.15,28.0,0.15,5,2004-2021,M-v,3Ek,,,2004 HZ78,2460800.5,358.93817,220.50595,25.80491,13.32515,0.1464976,0.00399038,39.3664654,MPO906394,5,MPCLINUX,000A,2021-07-08,2461066.6028,246.9958372,33.5993727,45.1335581,19.2608001,1.0040651,Distant Object,,,,,,,1,0.9914238,0.0067228475,0.049351502,0.0,0.008576214,0.0067228493,0.9914238,0.0067228475
1875,7.2,0.15,19.0,0.14,3,2004-2019,M-v,38h,,,2004 HA79,2460800.5,101.63667,262.0011,203.30588,22.7419,0.2478848,0.00401472,39.207231,MPO477540,5,MPCLINUX,000A,2019-06-06,2435484.36928,245.4987342,29.4883544,48.9261076,18.3990346,1.00409,Distant Object,,,,,,,1,0.9906321,0.0065333685,0.05307637,0.0,0.009367912,0.006533368,0.9906321,0.0065333685
1876,8.87,0.15,25.0,0.24,4,2004-2021,M-v,3Ek,,,2004 HB79,2460800.5,2.84662,188.75863,62.61888,2.66477,0.2244387,0.00404079,39.0383738,MPO906394,5,MPCLINUX,000A,2021-07-09,2460096.01315,243.9144768,30.2766519,47.8000957,18.5359522,1.0041167,Distant Object,,,,,,,1,0.9903298,0.009169688,0.054480147,0.0,0.009670102,0.009169689,0.9903298,0.009169688
1877,7.13,0.15,24.0,0.19,4,2004-2019,M-v,3Ek,,,2004 HC79,2460800.5,27.30879,155.56034,68.45659,1.44761,0.1567492,0.00314408,46.1466957,MPO713698,6,Veres,000A,2019-05-06,2452114.49809,313.4807764,38.9132381,53.3801533,22.5064285,1.0032002,Distant Object,,,,,,,1,0.9865082,0.016024237,0.07149166,0.0,0.013491797,0.016024241,0.9865082,0.016024237
1878,5.78,0.15,29.0,0.12,4,2004-2025,M-v,3Ek,,,2004 HD79,2460800.5,217.61224,237.50506,159.29243,1.30493,0.035461,0.00318817,45.7202698,E2025-N49,6,MPCLINUX,000A,2025-06-25,2505462.76279,309.1456763,44.0989833,47.3415563,22.8313887,1.0032452,Distant Object,,,,,,,1,0.9852921,0.01619043,0.07665756,0.0,0.01470798,0.016190428,0.9852921,0.01619043
1879,7.3,0.15,19.0,0.19,3,2004-2015,M-v,38h,,,2004 HE79,2460800.5,27.35179,161.31403,62.84435,3.09417,0.0939864,0.00336743,44.0829107,MPO339382,5,MPCADO,000A,2015-04-15,2452677.9752,292.6883211,39.9397166,48.2261048,21.8467534,1.0034283,Distant Object,,,,,,,1,0.9867978,0.012609978,0.07024537,0.0,0.013202166,0.012609981,0.9867978,0.012609978
1880,6.9,0.15,20.0,0.17,3,2004-2015,M-v,38h,,,2004 HG79,2460800.5,11.48595,185.90415,56.3431,3.60417,0.0189008,0.00337891,43.9830323,MPO339382,4,MPCADO,000A,2015-04-15,2457401.18365,291.6941713,43.1517178,44.8143468,21.9836599,1.00344,Distant Object,,,,,,,1,0.9873771,0.011413516,0.06773321,0.0,0.012622884,0.011413516,0.9873771,0.011413516
1881,6.92,0.15,26.0,0.22,4,2004-2025,M-v,3Ek,,,2004 HH79,2460800.5,298.06761,103.22643,222.43783,8.62954,0.0572531,0.00348973,43.0468806,E2025-M81,6,MPCLINUX,000A,2025-06-20,2478547.69603,282.4311072,40.5823132,45.511448,21.4528882,1.0035533,Distant Object,,,,,,,1,0.9895583,0.009933858,0.058021396,0.0,0.010441669,0.009933858,0.9895583,0.009933858
1882,6.9,0.15,22.0,0.26,3,2004-2015,M-v,38h,,,2004 HK79,2460800.5,346.98056,182.66787,68.98345,1.94728,0.0748505,0.00341364,43.6842017,MPO456523,5,MPCLINUX,000A,2015-04-26,2464614.49109,288.7264729,40.4144174,46.953986,21.7197284,1.0034755,Distant Object,,,,,,,1,0.989851,0.009281934,0.056684867,0.0,0.010148937,0.009281935,0.989851,0.009281934
1883,7.61,0.15,19.0,0.14,5,2004-2023,M-v,3Ek,,,2004 HL79,2460800.5,75.94328,310.00232,202.55626,16.78489,0.0737185,0.00363021,41.9290289,MPO750185,6,MPCLINUX,000A,2023-06-15,2439880.63884,271.5014829,38.8380838,45.019974,20.8505845,1.0036968,Distant Object,,,,,,,1,0.98933864,0.0074141314,0.059019096,0.0,0.010661403,0.007414133,0.98933864,0.0074141314
1884,7.73,0.15,32.0,0.19,4,2004-2022,M-v,3Ek,,,2004 HM79,2460800.5,153.21425,243.73351,196.06371,1.17559,0.0838777,0.00450659,36.2997699,MPO906394,8,MPCLINUX,000A,2022-06-29,2426801.99784,218.7035377,33.2550287,39.3445111,18.022192,1.0045934,Distant Object,,,,,,,1,0.99175334,0.0074386005,0.047779266,0.0,0.008246573,0.0074385954,0.99175334,0.0074386005
1885,7.3,0.15,22.0,0.13,2,2004-2008,M-v,38h,,,2004 HO79,2460800.5,42.45312,119.22446,53.69175,5.63567,0.4103928,0.00242481,54.8719584,MPO201683,4,MPCW,000A,2008-05-07,2443292.61481,406.4673732,32.3529018,77.391015,22.8151498,1.0024663,Distant Object,,,,,,,1,0.9805275,0.022845158,0.09597877,0.0,0.019472422,0.02284516,0.9805275,0.022845158
1886,7.8,0.15,21.0,0.39,2,2004-2015,M-v,38h,,,2004 HQ79,2460800.5,14.78854,173.05662,37.2799,6.48105,0.4186908,0.00198057,62.7974923,MPO342212,4,MPCW,000A,2015-05-24,2453333.42603,497.6379038,36.50476,89.0902246,25.8944836,1.0020135,Distant Object,,,,,,,1,0.9557177,0.060319465,0.18132256,0.0,0.044282317,0.06031947,0.9557177,0.060319465
1887,8.74,0.15,25.0,0.17,4,2004-2021,M-v,3Ek,,,2004 KV18,2460800.5,88.91666,293.84185,235.70365,13.61048,0.185491,0.00597208,30.0874519,MPO686138,5,MPCLINUX,000A,2021-07-31,2445911.57502,165.0357813,24.5065004,35.6684034,14.5261178,1.0060962,Distant Object,,,,,,,1,0.9933078,0.0052347938,0.040176034,0.0,0.006692128,0.0052347966,0.9933078,0.0052347938
1888,8.4,0.15,18.0,0.19,2,2004-2015,M-v,38h,,,2004 KZ18,2460800.5,13.80444,10.87971,232.20716,22.68161,0.378111,0.00241196,55.0667603,MPO369022,4,MPCADO,000A,2015-06-12,2455077.02888,408.6338036,34.2454125,75.8881081,23.5969898,1.0024532,Distant Object,,,,,,,1,0.9827078,0.014085871,0.0873048,0.0,0.01729216,0.014085872,0.9827078,0.014085871
1889,7.4,0.15,19.0,0.15,3,2004-2015,M-v,38h,,,2004 KB19,2460800.5,312.15684,287.22138,44.04264,17.18312,0.2176984,0.00399796,39.3167312,MPO339382,4,MPCADO,000A,2015-04-15,2472767.57271,246.5279163,30.7575417,47.8759207,18.7267047,1.0040729,Distant Object,,,,,,,1,0.99148107,0.0059803645,0.04907902,0.0,0.008518881,0.0059803696,0.99148107,0.0059803645
1890,8.2,0.15,19.0,0.09,2,2004-2016,M-v,38h,,,2004 KC19,2460800.5,21.10159,6.47238,240.70165,5.64745,0.2326532,0.00403444,39.0793384,MPO446894,4,MPCLINUX,000A,2016-05-29,2455570.08408,244.298502,29.9874053,48.1712715,18.4820355,1.0041102,Distant Object,,,,,,,1,0.99110186,0.008115306,0.050874606,0.0,0.008898121,0.008115305,0.99110186,0.008115306
1891,7.4,0.15,14.0,0.14,4,2004-2008,M-v,38h,,,2004 KD19,2460800.5,191.0425,69.51378,4.68928,2.12644,0.0212763,0.00419193,38.0942744,MPO198048,4,MPCW,000A,2008-05-05,2501106.20863,235.1199922,37.2837692,38.9047796,19.0385149,1.0042713,Distant Object,,,,,,,1,0.98901284,0.008381898,0.06049012,0.0,0.010987204,0.0083819,0.98901284,0.008381898
1892,6.4,0.15,25.0,0.13,2,2004-2020,M-v,38h,,,2004 KE19,2460800.5,64.32811,253.00617,292.2621,1.1828,0.0481211,0.00336043,44.1441086,MPO554013,6,MPCLINUX,000A,2020-06-23,2441657.50809,293.2980174,42.0198455,46.2683717,22.0209434,1.0034212,Distant Object,,,,,,,1,0.9843634,0.017760817,0.08053313,0.0,0.015636668,0.017760813,0.9843634,0.017760817
1893,6.9,0.15,22.0,0.15,2,2004-2016,M-v,38h,,,2004 KF19,2460800.5,11.78564,278.47635,326.10248,0.10967,0.0588998,0.00338851,43.8998838,MPO446894,5,MPCLINUX,000A,2016-06-08,2457322.37103,290.8674048,41.3141894,46.4855782,21.8737935,1.0034499,Distant Object,,,,,,,1,0.9859281,0.0158603,0.0739692,0.0,0.014071958,0.015860308,0.9859281,0.0158603
1894,7.4,0.15,19.0,0.14,3,2004-2015,M-v,38h,,,2004 KG19,2460800.5,53.71074,261.92951,298.70728,0.96634,0.0190659,0.00348778,43.0628665,MPO339382,4,MPCADO,000A,2015-04-15,2445400.45412,282.5884473,42.2418342,43.8838988,21.5236064,1.0035513,Distant Object,,,,,,,1,0.9886289,0.010828473,0.06221119,0.0,0.011371166,0.010828475,0.9886289,0.010828473
1895,6.33,0.15,25.0,0.19,4,2004-2025,M-v,3Ek,,,2004 KH19,2460800.5,150.2768,224.72759,233.0202,35.32291,0.1205444,0.00380515,40.6339055,E2025-L03,7,MPCLINUX,000A,2025-05-27,2421306.97815,259.0197318,35.7357157,45.5320953,20.0217281,1.0038757,Distant Object,,,,,,,1,0.99012107,0.006910109,0.0554443,0.0,0.009878884,0.006910119,0.99012107,0.006910109
1896,7.05,0.15,83.0,0.23,3,2004-2019,M-v,3Ek,,,2004 KJ19,2460800.5,351.72252,46.86232,236.69079,24.4678,0.2322628,0.00308383,46.745785,MPO824384,11,Bell,000A,2019-06-06,2463484.68185,319.605089,35.8884781,57.6030919,22.1120182,1.0031387,Distant Object,,,,,,,1,0.98596764,0.009368748,0.07380083,0.0,0.014032323,0.009368751,0.98596764,0.009368748
1897,7.2,0.15,24.0,0.18,3,2004-2010,M-v,38h,,,2004 KK19,2460800.5,148.54364,218.12839,238.11495,4.50176,0.1468813,0.00359416,42.2089515,MPO201684,5,MPCW,000A,2010-03-20,2419470.64273,274.2248744,36.0092458,48.4086572,20.6491653,1.00366,Distant Object,,,,,,,1,0.98968834,0.009886181,0.05742885,0.0,0.010311675,0.009886187,0.98968834,0.009886181
1898,8.7,0.15,20.0,0.18,3,2004-2008,M-v,38h,,,2004 KL19,2460800.5,21.06318,198.89493,38.62247,5.73709,0.3189106,0.00302191,47.3822137,MPO201684,4,MPCW,000A,2008-05-05,2453830.3223,326.154234,32.2715235,62.4929039,21.2816272,1.0030755,Distant Object,,,,,,,1,0.98253477,0.019590363,0.088002905,0.0,0.017465169,0.019590361,0.98253477,0.019590363
1899,8.2,0.15,18.0,0.17,3,2004-2008,M-v,38h,,,2004 KM19,2460800.5,26.08763,305.35424,283.83541,1.69236,0.2881608,0.00301586,47.4455583,MPO201685,3,MPCW,000A,2008-06-08,2452150.18168,326.8084989,33.7736083,61.1175083,21.7529191,1.0030693,Distant Object,,,,,,,1,0.98566055,0.013893705,0.07510351,0.0,0.014339485,0.013893701,0.98566055,0.013893705
1900,8.8,0.15,10.0,0.2,3,2004-2005,M-v,38h,,,2004 LV31,2460800.5,294.90573,273.67112,101.14513,6.6633,0.1280743,0.0033875,43.9085869,MPO225730,2,MPCW,000A,2005-08-03,2480016.52066,290.9539053,38.2850254,49.5321484,21.5941766,1.0034488,Distant Object,,,,,,,1,0.98885393,0.01010957,0.06120387,0.0,0.011146063,0.010109569,0.98885393,0.01010957
1901,7.0,0.15,39.0,0.1,2,2004-2019,M-v,38h,,,2004 LW31,2460800.5,302.83976,234.17274,125.45578,3.00429,0.0815805,0.00312268,46.3572894,MPO535822,4,Williams,000A,2019-07-29,2479105.8353,315.6291102,42.5754386,50.1391402,23.0243821,1.0031783,Distant Object,,,,,,,1,0.9853247,0.012634013,0.07651986,0.0,0.014675196,0.012634018,0.9853247,0.012634013
1902,6.89,0.15,12.0,0.53,9,2004-2005,M-v,3Ek,,,2004 LT32,2460800.5,69.65442,52.87413,135.22367,3.16178,0.3179239,0.00289336,48.7753965,E2020-M96,2,Pike,000A,2005-08-03,2436726.11435,340.6443678,33.2685322,64.2822608,21.9226969,1.0029443,Distant Object,,,,,,,1,0.98464686,0.015236084,0.07935623,0.0,0.01535319,0.015236091,0.98464686,0.015236084
1903,8.61,0.15,7.0,0.6,9,2004-2005,M-v,3Ek,,,2004 LU32,2460800.5,310.9362,233.54443,127.41242,2.27314,0.1435027,0.00322687,45.353981,E2020-MA6,2,Alexanders,000A,2005-08-03,2476005.59483,305.4380375,38.8455623,51.8623997,22.2100027,1.0032847,Distant Object,,,,,,,1,0.983742,0.015408281,0.08309436,0.0,0.016257925,0.015408285,0.983742,0.015408281
1904,8.94,0.15,8.0,0.23,9,,M-v,3Ek,,,2004 LV32,2460800.5,112.46536,87.37783,94.45914,18.81326,0.0515424,0.00409414,38.6984862,E2020-N21,1,Alexanders,200A,2004-07-16,2433330.39424,240.7359584,36.7038733,40.6930991,19.2978395,1.0041713,Distant Object,,1.0,37.0,,,,1,0.99038184,0.006211588,0.05423958,0.0,0.009618188,0.0062115924,0.99038184,0.006211588
1905,8.11,0.15,8.0,0.78,9,,M-v,3Ek,,,2004 LW32,2460800.5,340.0576,113.09794,236.4938,2.97098,0.410721,0.00243833,54.669058,E2020-N37,1,Alexanders,200A,2004-07-16,2468979.31311,404.214963,32.2153278,77.1227882,22.7234197,1.0024801,Distant Object,,1.0,37.0,,,,1,0.96904755,0.039935824,0.13803747,0.0,0.030952416,0.039935824,0.96904755,0.039935824
1906,8.23,0.15,7.0,1.09,9,,M-v,3Ek,,,2004 LX32,2460800.5,37.58813,40.17802,106.36298,4.84534,0.7798504,0.00186185,65.4395539,E2020-N37,1,Alexanders,200A,2004-07-16,2440611.36583,529.3714255,14.4064916,116.4726162,12.8206999,1.0018926,Distant Object,,1.0,37.0,,,,1,0.94661653,0.07453867,0.20835964,0.0,0.053383466,0.07453868,0.94661653,0.07453867
1907,6.46,0.15,7.0,0.02,9,,M-v,3El,,,2004 LY32,2460800.5,176.24752,213.1873,264.75923,16.67981,0.1026365,0.00414666,38.371037,E2024-VH9,1,Alexanders,200A,2004-07-15,2418296.39543,237.6869318,34.4327681,42.3093059,18.9834134,1.004225,Distant Object,,1.0,36.0,,,,1,0.99191964,0.0058777314,0.046981387,0.0,0.008080362,0.005877733,0.99191964,0.0058777314
1908,7.91,0.15,7.0,0.57,9,,M-v,3Ek,,,2004 LZ32,2460800.5,14.52553,198.00988,93.45058,8.94152,0.1987274,0.00379078,40.7364858,E2020-N37,1,Alexanders,200A,2004-08-10,2456968.61407,260.0011936,32.6410299,48.8319417,19.5638484,1.003861,Distant Object,,1.0,62.0,,,,1,0.99064535,0.0075802235,0.053014398,0.0,0.009354601,0.0075802226,0.99064535,0.0075802235
1909,8.25,0.15,11.0,0.13,9,,M-v,3Ek,,,2004 LA33,2460800.5,214.99743,348.60157,104.66446,7.14214,0.1116063,0.00497795,33.9705472,E2025-MA1,1,Alexanders,200A,2004-08-12,2489929.76535,197.9948134,30.1792201,37.7618743,16.7737056,1.0050763,Distant Object,,1.0,64.0,,,,1,0.9931202,0.005284639,0.041111466,0.0,0.0068797283,0.0052846377,0.9931202,0.005284639
1910,8.5,0.15,5.0,0.08,E,,,,,,2004 LB33,2453160.5,179.64426,204.59777,243.27799,4.51896,0.2225851,0.00517885,33.0862304,MPO554014,1,Alexanders,200A,2004-06-11,2418472.10501,190.3140864,25.7217285,40.4507323,15.723501,1.0052822,Distant Object,,1.0,2.0,,,,1,0.99275106,0.0059538945,0.042937186,0.0,0.0072488845,0.0059538973,0.99275106,0.0059538945
1911,7.9,0.15,5.0,0.09,E,,,,,,2004 LC33,2453160.5,181.83749,356.30748,91.09904,37.57634,0.0900446,0.00347192,43.1939579,MPO554014,1,Alexanders,200A,2004-06-11,2504476.06496,283.8798068,39.3045752,47.0833406,21.42187,1.0035351,Distant Object,,1.0,2.0,,,,1,0.9867635,0.011816825,0.07039339,0.0,0.013236485,0.011816827,0.9867635,0.011816825
1912,8.5,0.15,4.0,0.06,E,,,,,,2004 LD33,2453160.5,180.27652,186.31044,263.29316,15.32103,0.2005128,0.00400888,39.2452733,MPO554014,1,Alexanders,200A,2004-06-11,2497992.73907,245.8561275,31.3760937,47.1144529,18.833701,1.004084,Distant Object,,1.0,2.0,,,,1,0.9915731,0.006348614,0.048640937,0.0,0.008426903,0.0063486136,0.9915731,0.006348614
1913,8.77,0.15,4.0,1.25,9,,M-v,3Ek,,,2004 LE33,2460800.5,221.86532,198.23889,248.63679,5.75298,0.203524,0.00534947,32.3789095,E2020-N37,1,Alexanders,200A,2004-06-11,2486622.96233,184.2439886,25.7890243,38.9687947,15.5188549,1.0054572,Distant Object,,1.0,2.0,,,,1,0.99323606,0.0052329907,0.040534414,0.0,0.0067638773,0.0052329875,0.99323606,0.0052329907
1914,8.32,0.15,21.0,0.22,4,2004-2024,M-v,3Ek,,,2004 MS8,2460800.5,36.08876,345.46929,288.42056,12.26084,0.2953718,0.0039926,39.3519085,E2024-TO9,5,MPCLINUX,000A,2024-10-01,2451761.58801,246.8588489,27.7284645,50.9753525,17.9593355,1.0040674,Distant Object,,,,,,,1,0.9904806,0.0065212166,0.053781047,0.0,0.009519341,0.006521217,0.9904806,0.0065212166
1915,6.65,0.15,26.0,0.23,4,2004-2024,M-v,3Ek,,,2004 MT8,2460800.5,198.46447,26.08207,87.29732,2.24114,0.0446436,0.00349066,43.0391799,MPO906395,7,MPCLINUX,000A,2024-07-03,2507077.79617,282.355324,41.117756,44.9606038,21.4767003,1.0035542,Distant Object,,,,,,,1,0.9856624,0.014923319,0.07509554,0.0,0.014337591,0.014923316,0.9856624,0.014923319
1916,5.94,0.15,53.0,0.13,4,2004-2023,M-v,3Ek,,,2004 MU8,2460800.5,232.15099,337.08016,109.785,3.58378,0.0834617,0.00328503,44.8170454,MPO906395,8,MPCLINUX,000A,2023-08-14,2499719.52892,300.0301042,41.0765386,48.5575522,22.2524282,1.0033441,Distant Object,,,,,,,1,0.9878244,0.012478922,0.06577494,0.0,0.012175539,0.012478912,0.9878244,0.012478922
1917,6.74,0.15,25.0,0.16,4,2004-2022,M-v,3Ek,,,2004 MV8,2460800.5,14.97245,193.7218,110.31425,27.24247,0.174349,0.00303604,47.2350937,MPO906395,5,MPCLINUX,000A,2022-06-29,2455868.86298,324.6363687,38.9997023,55.4704851,22.8996307,1.0030899,Distant Object,,,,,,,1,0.9857306,0.010012493,0.07480679,0.0,0.014269365,0.010012492,0.9857306,0.010012493
1918,8.01,0.15,8.0,0.24,9,,M-v,3Ek,,,2004 MK10,2460800.5,22.86875,88.31496,103.31288,8.83166,0.6827141,0.00125281,85.2209993,E2020-MB0,1,Pike,200A,2004-08-12,2442546.38921,786.7195339,27.0394215,143.4025771,22.7498079,1.0012727,Distant Object,,1.0,51.0,,,,1,0.7634342,0.22087507,0.547089,0.0,0.23656584,0.22087507,0.7634342,0.22087507
1919,7.21,0.15,7.0,0.66,9,,M-v,3Ek,,,2004 MM10,2460800.5,344.61986,133.71716,217.99692,0.95945,0.3740186,0.00361928,42.0134334,E2020-N37,1,Alexanders,200A,2004-07-15,2465050.0966,272.3217073,26.2996279,57.7272389,18.0680889,1.0036857,Distant Object,,1.0,22.0,,,,1,0.9897926,0.0091746235,0.056952424,0.0,0.010207401,0.009174628,0.9897926,0.0091746235
1920,8.02,0.15,6.0,0.11,9,,M-v,3Ek,,,2004 MN10,2460800.5,80.70036,107.09934,103.73838,6.36854,0.1023842,0.00390012,39.9715387,E2020-N37,1,Alexanders,200A,2004-08-10,2440108.63056,252.7122532,35.8790847,44.0639927,19.776268,1.0039728,Distant Object,,1.0,55.0,,,,1,0.9900575,0.0068473727,0.055736896,0.0,0.009942438,0.006847373,0.9900575,0.0068473727
1921,8.12,0.15,6.0,1.25,9,,M-v,3Ek,,,2004 MO10,2460800.5,227.84685,196.33649,252.34168,8.26788,0.3324891,0.00591561,30.2786565,E2020-N37,1,Alexanders,200A,2004-08-12,2483140.27111,166.6114721,20.2113333,40.3459797,13.4656906,1.0060382,Distant Object,,1.0,51.0,,,,1,0.9931723,0.005017866,0.04085239,0.0,0.0068276715,0.0050178706,0.9931723,0.005017866
1922,8.0,0.15,5.0,0.1,E,,,,,,2004 MP10,2453200.5,211.13246,334.42422,93.77819,2.57216,0.2060787,0.00398616,39.3942279,MPO554014,1,Alexanders,200A,2004-08-10,2490547.16466,247.2571674,31.2759166,47.5125392,18.8606084,1.0040608,Distant Object,,1.0,47.0,,,,1,0.9914306,0.009380879,0.049319208,0.0,0.008569416,0.009380882,0.9914306,0.009380879
1923,15.3,0.15,82.0,0.34,,2004-2005,M-v,38h,,,2004 NN8,2460800.5,7.44137,262.45511,165.2367,165.50155,0.9768999,0.00099401,99.4358303,MPO 76474,2,MPCW,000A,2005-05-01,2453314.21227,991.5494015,2.2969776,196.574683,2.2704474,1.0010095,Distant Object,,,,,,,1,0.944556,0.20437251,0.21424314,0.0,0.05544409,0.20437251,0.944556,0.20437251
