name,H,G,Num_obs,rms,U,Arc_years,Perturbers,Perturbers_2,Number,Name,Principal_desig,Epoch,M,Peri,Node,i,e,n,a,Ref,Num_opps,Computer,Hex_flags,Last_obs,Tp,Orbital_period,Perihelion_dist,Aphelion_dist,Semilatus_rectum,Synodic_period,Orbit_type,Other_desigs,One_opposition_object_flag,Arc_length,NEO_flag,One_km_NEO_flag,PHA_flag,predicted_class,predicted_prob_mean,predicted_prob_std,predictive_entropy,variation_ratio,prob_mean_c0,prob_std_c0,prob_mean_c1,prob_std_c1
3012,8.5,0.15,33.0,0.13,2,2013-2020,M-v,38h,,,2013 UW18,2460800.5,313.57998,281.67525,178.43858,6.77056,0.206474,0.00395069,39.629701,E2020-T04,3,Pike,000A,2020-09-21,2472550.61897,249.4773909,31.4471981,47.8122039,18.9701134,1.0040245,Distant Object,,,,,,,1,0.9902904,0.008314287,0.05466288,0.0,0.009709621,0.008314279,0.9902904,0.008314287
3013,7.1,0.15,43.0,0.09,3,2013-2019,M-v,38h,,,2013 UX18,2460800.5,160.42495,144.33646,81.99122,2.88263,0.0513208,0.00339626,43.833127,MPO544042,3,Rudenko,000A,2019-10-26,2413563.89733,290.2041914,41.5835759,46.0826781,21.8588391,1.0034578,Distant Object,,,,,,,1,0.98756355,0.012620681,0.06691932,0.0,0.012436533,0.012620675,0.98756355,0.012620681
3014,7.87,0.15,60.0,0.36,4,2013-2019,M-v,3Ek,,,2013 UR22,2460800.5,162.443,104.35106,116.8944,1.43526,0.076663,0.00335031,44.2330079,E2023-XF2,7,MPCLINUX,000A,2019-06-09,2412314.39428,294.1844475,40.8419728,47.624043,21.9865205,1.0034108,Distant Object,,,,,,,1,0.985821,0.011966488,0.074423745,0.0,0.014179009,0.0119664855,0.985821,0.011966488
3015,7.19,0.15,47.0,0.17,3,2012-2017,M-v,3Ek,,,2013 UT22,2460800.5,58.661,140.28478,194.18336,29.30822,0.2131282,0.00354847,42.5704806,E2025-NA0,6,Veres,000A,2017-12-21,2444268.82375,277.7556038,33.4975107,51.6434505,20.3183874,1.0036133,Distant Object,,,,,,,1,0.9898562,0.007955183,0.056661114,0.0,0.010143752,0.007955188,0.9898562,0.007955183
3016,6.51,0.15,25.0,0.16,4,2013-2017,M-v,3Ek,,,2013 UE31,2460800.5,33.79409,282.80496,342.99116,38.81167,0.2014283,0.00303905,47.203816,E2025-NA0,5,Veres,000A,2017-10-22,2449680.36509,324.313975,37.6956316,56.7120004,22.6442993,1.003093,Distant Object,,,,,,,1,0.98420745,0.013543514,0.08117815,0.0,0.015792565,0.013543515,0.98420745,0.013543514
3017,7.84,0.15,31.0,0.18,4,2013-2018,M-v,3Ek,,,2013 UF31,2460800.5,34.6759,178.64461,178.01846,32.03466,0.2014351,0.00393022,39.7671487,E2025-NA0,6,Veres,000A,2018-11-30,2451977.56478,250.7764094,31.7566491,47.7776483,19.0767765,1.0040036,Distant Object,,,,,,,1,0.98986226,0.008295289,0.056633603,0.0,0.010137766,0.0082952995,0.98986226,0.008295289
3018,8.62,0.15,26.0,0.11,6,2013-2014,M-v,3Ek,,,2013 UP44,2460800.5,36.78023,218.35689,127.09076,2.93878,0.1381177,0.00313112,46.2739532,MPO620206,2,Alexanders,000A,2014-11-25,2449053.75604,314.7783862,39.8827012,52.6652052,22.6956041,1.003187,Distant Object,,,,,,,1,0.9843919,0.01576726,0.08041469,0.0,0.0156080695,0.01576726,0.9843919,0.01576726
3019,6.82,0.15,17.0,0.08,5,2013-2018,M-v,3Ek,,,2013 UL49,2460800.5,131.14392,45.46869,192.3752,12.8958,0.0277343,0.00340742,43.7373162,MPO645010,5,Pike,000A,2018-10-28,2422312.52677,289.2532156,42.5242924,44.95034,21.8518369,1.0034692,Distant Object,,,,,,,1,0.9889981,0.008402952,0.060556244,0.0,0.011001893,0.00840295,0.9889981,0.008402952
3020,7.79,0.15,23.0,0.19,4,2005-2016,M-v,3Ek,,,2013 VD24,2460800.5,78.26336,198.64458,105.66319,18.92904,0.1819327,0.00252705,53.3818752,MPO677786,5,Alexanders,000A,2016-02-09,2429829.64127,390.0234669,43.6699665,63.0937839,25.8074807,1.0025705,Distant Object,,,,,,,1,0.98329854,0.015446555,0.08490789,0.0,0.016701454,0.015446558,0.98329854,0.015446555
3021,8.24,0.15,86.0,0.19,3,2000-2021,M-v,3Ek,,,2013 VF24,2460800.5,17.96973,304.52332,113.68449,19.81815,0.3328745,0.00392543,39.7994985,E2023-X12,10,Bell,000A,2021-02-15,2456222.69137,251.0824742,26.5512603,53.0477367,17.6947489,1.0039987,Distant Object,,,,,,,1,0.9908553,0.007097794,0.052033402,0.0,0.009144723,0.0070977933,0.9908553,0.007097794
3022,7.83,0.15,45.0,0.33,3,2013-2022,M-v,3Ek,,,2013 VQ25,2460800.5,11.46149,215.61048,153.70635,28.59294,0.4288276,0.0020054,62.2781593,E2025-NA0,8,Veres,000A,2022-11-28,2455085.18635,491.4775131,35.5715657,88.9847529,25.4128174,1.0020388,Distant Object,,,,,,,1,0.96947896,0.0277656,0.13654876,0.0,0.030521054,0.027765604,0.96947896,0.0277656
3023,8.31,0.15,158.0,0.33,3,2013-2022,M-v,3Ek,,,2013 VX30,2460800.5,11.78805,216.9519,192.488,31.23154,0.0895657,0.00591027,30.2968681,MPO686942,6,MPCLINUX,000A,2022-01-08,2458805.97359,166.7618116,27.5833079,33.0104283,15.0269131,1.0060328,Distant Object,,,,,,,1,0.9922775,0.0055023697,0.04525162,0.0,0.0077224313,0.005502364,0.9922775,0.0055023697
3024,6.61,0.15,32.0,0.15,4,2013-2021,M-v,3Ek,,,2013 VZ31,2460800.5,154.0989,138.42074,74.95927,2.6712,0.1125623,0.00341283,43.6911262,E2025-NA0,6,Veres,000A,2021-09-12,2415647.2827,288.7951258,38.7731525,48.6090999,21.5687739,1.0034747,Distant Object,,,,,,,1,0.9855861,0.015999816,0.07541816,0.0,0.014413906,0.015999818,0.9855861,0.015999816
3025,8.57,0.15,23.0,0.36,3,2013-2017,M-v,3Ek,,,2013 VK46,2460800.5,35.67551,179.53572,149.49655,13.56934,0.3056496,0.00363712,41.875924,E2025-NA0,4,Veres,000A,2017-09-18,2450991.72103,270.985844,29.0765646,54.6752834,18.9819025,1.0037039,Distant Object,,,,,,,1,0.9913719,0.006742451,0.049597606,0.0,0.0086280545,0.00674245,0.9913719,0.006742451
3026,6.63,0.15,24.0,0.12,5,2013-2018,M-v,3Ek,,,2013 VL46,2460800.5,252.10516,41.29534,96.56317,6.67557,0.0990327,0.0031718,45.8774216,E2025-NA0,6,Veres,000A,2018-11-27,2494817.41153,310.7409596,41.3340567,50.4207865,22.71374,1.0032285,Distant Object,,,,,,,1,0.98737574,0.009413256,0.06773909,0.0,0.0126242265,0.009413256,0.98737574,0.009413256
3027,8.58,0.15,24.0,0.2,3,2013-2020,M-v,3Ek,,,2013 VM46,2460800.5,7.95835,198.6856,175.09386,8.58709,0.4370772,0.00234041,56.1834409,E2025-NA0,6,Veres,000A,2020-11-14,2457400.077,421.1264317,31.6269399,80.7399419,22.7251771,1.0023802,Distant Object,,,,,,,1,0.97968465,0.021272095,0.09926373,0.0,0.020315299,0.021272099,0.97968465,0.021272095
3028,8.58,0.15,29.0,0.18,4,2013-2017,M-v,3Ek,,,2013 VN46,2460800.5,32.44063,243.1703,112.99547,7.74024,0.2444281,0.0039386,39.7107528,E2025-NA0,5,Veres,000A,2017-10-30,2452563.91086,250.2431396,30.0043289,49.4171767,18.669115,1.0040121,Distant Object,,,,,,,1,0.99043304,0.0075985673,0.054002266,0.0,0.009567018,0.0075985687,0.99043304,0.0075985673
3029,7.87,0.15,20.0,0.18,4,2013-2018,M-v,3Ek,,,2013 VO46,2460800.5,351.9043,312.81525,117.15262,11.72251,0.2987665,0.00292864,48.3829659,E2025-NA0,6,Veres,000A,2018-12-01,2463564.8584,336.5415813,33.9277565,62.8381753,22.0321168,1.0029803,Distant Object,,,,,,,1,0.9864641,0.010646049,0.07168084,0.0,0.013535886,0.010646045,0.9864641,0.010646049
3030,7.85,0.15,28.0,0.58,4,2013-2022,M-v,3Ek,,,2013 VP46,2460800.5,33.48004,253.8256,104.70987,13.42052,0.2710349,0.00295246,48.1222913,E2025-NA0,7,Veres,000A,2022-10-29,2449460.55961,333.8254527,35.0794709,61.1651117,22.2936159,1.0030046,Distant Object,,,,,,,1,0.9856695,0.012588374,0.07506549,0.0,0.014330488,0.012588379,0.9856695,0.012588374
3031,7.52,0.15,13.0,0.08,5,2013-2022,M-v,3El,,,2013 VQ46,2460800.5,84.23163,219.43752,70.41483,9.4486,0.2365267,0.00397121,39.4930658,MPO733067,5,MPCLINUX,000A,2022-11-28,2439589.87601,248.1882822,30.1519013,48.8342303,18.6418155,1.0040455,Distant Object,,,,,,,1,0.99224627,0.006747205,0.045403834,0.0,0.0077538234,0.006747203,0.99224627,0.006747205
3032,7.35,0.15,19.0,0.12,4,2013-2017,M-v,3Ek,,,2013 VR46,2460800.5,73.44163,227.96428,87.51341,13.7762,0.1496322,0.00393856,39.7110456,E2025-NA0,5,Veres,000A,2017-11-16,2442153.39323,250.2459073,33.7689945,45.6530967,19.4109617,1.0040121,Distant Object,,,,,,,1,0.9913878,0.007383128,0.04952253,0.0,0.008612241,0.0073831268,0.9913878,0.007383128
3033,6.76,0.15,23.0,0.13,4,2013-2018,M-v,3Ek,,,2013 VS46,2460800.5,13.69589,266.36621,69.40841,20.16632,0.633646,0.00096442,101.4592212,E2025-NA0,6,Veres,000A,2018-11-29,2446599.03795,1021.9679746,37.1699915,165.7484509,30.361304,1.0009795,Distant Object,,,,,,,0,0.6392327,0.26054692,0.6538584,0.0,0.6392327,0.26054692,0.36076725,0.26054692
3035,6.61,0.15,11.0,0.35,5,2013-2024,M-v,3Ek,,,2013 VO71,2460800.5,218.77454,147.14756,26.45871,15.75697,0.1468622,0.00334899,44.244548,E2024-TO9,4,MPCLINUX,000A,2024-10-01,2502971.20083,294.2995812,37.7466963,50.7423997,21.6451296,1.0034095,Distant Object,,,,,,,1,0.9903989,0.007815856,0.054160666,0.0,0.009601169,0.007815857,0.9903989,0.007815856
3036,7.47,0.15,12.0,0.11,5,2013-2016,M-v,3Ek,,,2013 VQ71,2460800.5,107.30583,170.98362,121.42288,9.31247,0.0683311,0.00393719,39.7202637,MPO645015,4,Pike,000A,2016-10-29,2433545.45695,250.3330465,37.0061344,42.434393,19.7674021,1.0040107,Distant Object,,,,,,,1,0.9904794,0.0077406527,0.053786732,0.0,0.009520574,0.0077406573,0.9904794,0.0077406527
3037,8.94,0.15,12.0,0.63,3,2013-2017,M-v,3Ek,,,2013 VR71,2460800.5,43.42898,275.05707,75.16838,16.16644,0.2075558,0.00394169,39.6900028,E2024-Q49,4,MPCLINUX,000A,2017-01-01,2449782.3906,250.0470265,31.4521125,47.9278931,18.9900904,1.0040153,Distant Object,,,,,,,1,0.9902967,0.006382873,0.054633487,0.0,0.009703254,0.006382871,0.9902967,0.006382873
3038,8.95,0.15,12.0,0.14,4,2013-2021,M-v,3Ek,,,2013 VS71,2460800.5,20.54817,279.20726,111.88882,13.61038,0.2200333,0.00390489,39.9389858,E2021-VR4,4,MPCLINUX,000A,2021-11-05,2455538.21512,252.4036021,31.151079,48.7268926,19.0026768,1.0039777,Distant Object,,,,,,,1,0.99168116,0.0063175606,0.048125196,0.0,0.008318892,0.0063175596,0.99168116,0.0063175606
3039,8.56,0.15,18.0,0.09,5,2013-2016,M-v,3Ek,,,2013 VT71,2460800.5,340.27518,330.20513,128.72391,11.18297,0.2912689,0.00392939,39.7727871,MPO645016,4,Pike,000A,2016-12-25,2465820.4323,250.8297459,28.1882112,51.357363,18.1992802,1.0040027,Distant Object,,,,,,,1,0.99178046,0.006119532,0.047649436,0.0,0.008219481,0.006119529,0.99178046,0.006119532
3040,8.3,0.15,17.0,0.33,3,2013-2018,M-v,3Ek,,,2013 VU71,2460800.5,358.81405,281.62638,141.08149,13.88353,0.6684858,0.00093887,103.2919492,MPO645016,5,Veres,000A,2018-12-01,2462063.76161,1049.7834203,34.2427479,172.3411505,28.5667693,1.0009535,Distant Object,['2016 SV55'],,,,,,0,0.6821204,0.25604326,0.62526083,0.0,0.6821204,0.25604326,0.31787962,0.25604326
3041,7.52,0.15,14.0,0.12,5,2013-2017,M-v,3Ek,,,2013 VV71,2460800.5,261.94774,52.02694,103.84485,16.62145,0.058889,0.00378386,40.7861245,MPO645016,4,Pike,000A,2017-11-01,2486714.20051,260.4765679,38.3842704,43.1879786,20.3223409,1.0038539,Distant Object,,,,,,,1,0.9896927,0.0073773297,0.057409175,0.0,0.010307375,0.0073773246,0.9896927,0.0073773297
3042,7.09,0.15,25.0,0.76,4,2013-2018,M-v,3Ek,,,2013 VW71,2460800.5,352.94866,321.03341,63.21789,1.59377,0.0162959,0.00333496,44.3686171,E2025-N67,5,MPCLINUX,000A,2018-09-09,2462914.90823,295.5383464,43.6455906,45.0916436,22.1784174,1.0033951,Distant Object,,,,,,,1,0.9828377,0.01699528,0.08677997,0.0,0.017162407,0.016995283,0.9828377,0.01699528
3043,7.36,0.15,17.0,0.09,5,2013-2018,M-v,3Ek,,,2013 VX71,2460800.5,25.52058,323.85039,30.294,2.97077,0.0867848,0.00334657,44.2658859,MPO655191,6,Alexanders,000A,2018-11-26,2453174.4489,294.5125055,40.4242798,48.107492,21.9662464,1.003407,Distant Object,,,,,,,1,0.9852101,0.014657684,0.077001944,0.0,0.014789943,0.014657683,0.9852101,0.014657684
3044,8.28,0.15,15.0,0.12,4,2013-2018,M-v,3Ek,,,2013 VY71,2460800.5,1.95332,327.43053,63.81747,10.591,0.1601532,0.00394035,39.6990067,MPO655191,5,Pike,000A,2018-09-14,2460304.77125,250.1321181,33.3410837,46.0569297,19.3403825,1.0040139,Distant Object,,,,,,,1,0.98993284,0.0070030442,0.056309752,0.0,0.010067113,0.0070030405,0.98993284,0.0070030442
3045,8.1,0.15,20.0,0.12,4,2013-2018,M-v,3Ek,,,2013 VZ71,2460800.5,4.74909,212.75642,174.42345,28.10994,0.2878803,0.00255989,52.9242774,MPO655192,6,Pike,000A,2018-11-30,2458945.24178,385.0192163,37.6884205,68.1601343,24.2690872,1.002604,Distant Object,,,,,,,1,0.9822206,0.015936447,0.089266434,0.0,0.017779436,0.015936455,0.9822206,0.015936447
3046,7.95,0.15,22.0,0.31,4,2013-2017,M-v,3Ek,,,2013 VA72,2460800.5,33.4909,203.3648,159.07406,15.03802,0.1153393,0.00363661,41.8798241,E2024-H78,5,MPCLINUX,000A,2017-12-08,2451591.10111,271.0237021,37.0494345,46.7102137,20.6613452,1.0037034,Distant Object,,,,,,,1,0.98957396,0.0068004304,0.05795012,0.0,0.010426017,0.0068004266,0.98957396,0.0068004304
3047,7.39,0.15,22.0,0.75,3,2013-2017,M-v,3Ek,,,2013 VB72,2460800.5,26.57491,276.68986,56.52864,17.95829,0.4531622,0.00184996,65.719469,E2024-RP7,5,MPCLINUX,000A,2017-10-22,2446434.90727,532.771603,35.9378898,95.5010482,26.1117915,1.0018805,Distant Object,,,,,,,1,0.9422096,0.056253146,0.2208439,0.0,0.05779038,0.05625315,0.9422096,0.056253146
3048,8.79,0.15,32.0,0.37,4,2013-2018,M-v,3Ek,,,2013 VC72,2460800.5,348.45778,332.22885,103.52517,13.31668,0.2591021,0.00392217,39.8215678,E2024-JM0,6,MPCLINUX,000A,2018-09-11,2463743.36734,251.2913455,29.503716,50.1394196,18.5740954,1.0039953,Distant Object,,,,,,,1,0.9911444,0.006451008,0.05067404,0.0,0.008855593,0.006451006,0.9911444,0.006451008
3049,8.34,0.15,14.0,0.15,4,2013-2018,M-v,3Ek,,,2013 VD72,2460800.5,32.70428,193.53321,154.14697,22.14326,0.2877342,0.00293244,48.3411018,MPO655192,5,Pike,000A,2018-11-06,2449647.76504,336.1048792,34.4317135,62.2504901,22.1694475,1.0029841,Distant Object,,,,,,,1,0.9869846,0.00935507,0.069438055,0.0,0.013015335,0.009355072,0.9869846,0.00935507
3050,7.89,0.15,19.0,0.09,4,2013-2018,M-v,3Ek,,,2013 VE72,2460800.5,43.92857,200.2667,123.21483,13.5316,0.2847413,0.0033925,43.8654411,MPO655192,5,Pike,000A,2018-09-09,2447851.76898,290.5251615,31.3751384,56.3557438,20.154468,1.0034539,Distant Object,,,,,,,1,0.9883328,0.007918582,0.063528724,0.0,0.011667043,0.007918586,0.9883328,0.007918582
3051,7.25,0.15,19.0,0.23,4,2013-2024,M-v,3Ek,,,2013 VF72,2460800.5,148.2966,64.06189,188.49865,26.5843,0.0927101,0.00395766,39.5831763,MPO893411,6,MPCLINUX,000A,2024-11-24,2423329.15373,249.0381956,35.9134161,43.2529365,19.6214762,1.0040316,Distant Object,,,,,,,1,0.9905339,0.0070962473,0.05353369,0.0,0.009466136,0.007096248,0.9905339,0.0070962473
3052,7.84,0.15,12.0,0.09,5,2013-2018,M-v,3Ek,,,2013 VH72,2460800.5,41.80508,237.38353,103.61699,9.67423,0.1503455,0.0031848,45.752508,MPO655193,5,Pike,000A,2018-09-14,2447674.06192,309.4727103,38.8738243,52.6311917,22.3591644,1.0032418,Distant Object,,,,,,,1,0.9870484,0.00972579,0.06916187,0.0,0.0129515715,0.009725792,0.9870484,0.00972579
3054,6.65,0.15,35.0,0.24,4,2013-2018,M-v,3Ek,,,2013 WG114,2460800.5,26.38793,277.54502,70.07119,1.47008,0.0670973,0.00333358,44.3808719,E2025-NA0,6,Veres,000A,2018-11-09,2452884.5168,295.6607982,41.4030352,47.3587086,22.0905335,1.0033937,Distant Object,,,,,,,1,0.9871637,0.014635073,0.06866148,0.0,0.012836218,0.01463507,0.9871637,0.014635073
3055,7.13,0.15,26.0,0.15,4,2013-2018,M-v,3Ek,,,2013 WH123,2460800.5,57.09215,183.73664,130.25032,9.32999,0.1210407,0.00310797,46.5034452,E2025-NA0,6,Veres,000A,2018-10-10,2442430.49131,317.1229648,40.8746356,52.1322548,22.9110651,1.0031633,Distant Object,,,,,,,1,0.9869183,0.010699313,0.06972529,0.0,0.013081752,0.010699308,0.9869183,0.010699313
3056,7.79,0.15,16.0,0.31,4,2013-2021,M-v,3Ek,,,2013 WJ123,2460800.5,30.52711,278.08247,85.2028,9.1695,0.2304166,0.00392199,39.8228142,E2025-NA0,5,Veres,000A,2021-11-11,2453016.74468,251.3031436,30.6469767,48.9986517,18.8542745,1.0039952,Distant Object,,,,,,,1,0.99069786,0.006428822,0.05276948,0.0,0.009302108,0.0064288136,0.99069786,0.006428822
3057,7.8,0.15,14.0,0.35,4,2013-2020,M-v,3Ek,,,2013 WK123,2460800.5,24.93987,188.50857,170.07328,15.06359,0.4518689,0.00235371,55.9716097,E2025-NA0,3,Veres,000A,2020-11-14,2450204.47247,418.7469874,30.67978,81.2634394,22.2715092,1.0023938,Distant Object,,,,,,,1,0.9784594,0.020751495,0.10397566,0.0,0.021540567,0.020751497,0.9784594,0.020751495
3058,6.85,0.15,25.0,0.09,5,2013-2018,M-v,3Ek,,,2013 WA139,2460800.5,275.00624,47.44828,69.95158,2.30863,0.1428653,0.00341022,43.7133993,MPO645022,6,Pike,000A,2018-11-26,2485723.89452,289.0159893,37.4682714,49.9585272,21.4105936,1.003472,Distant Object,,,,,,,1,0.9880905,0.012302207,0.06460254,0.0,0.011909554,0.012302206,0.9880905,0.012302207
3059,7.66,0.15,19.0,0.13,5,2013-2019,M-v,3Ek,,,2013 WB139,2460800.5,314.445,293.43931,132.84517,3.18964,0.0262527,0.00347924,43.133342,E2024-JO9,7,MPCLINUX,000A,2019-09-27,2473894.02725,283.2824458,42.0009753,44.2657087,21.5518072,1.0035426,Distant Object,,,,,,,1,0.9866267,0.0118211545,0.070982814,0.0,0.013373384,0.0118211545,0.9866267,0.0118211545
3060,7.67,0.15,18.0,0.12,5,2013-2019,M-v,3Ek,,,2013 WC139,2460800.5,339.76504,339.8786,63.94305,4.36971,0.1026387,0.00323669,45.2622008,E2024-JT6,5,MPCLINUX,000A,2019-09-27,2467052.41868,304.5113611,40.6165474,49.9078542,22.3926885,1.0032948,Distant Object,,,,,,,1,0.9848022,0.015296536,0.07870895,0.0,0.01519781,0.0152965225,0.9848022,0.015296536
3061,7.45,0.15,29.0,0.14,4,2013-2022,M-v,3Ek,,,2013 XU33,2460800.5,327.70517,25.43309,54.9722,22.85201,0.1028996,0.00377066,40.8812917,E2025-NA0,7,Veres,000A,2022-11-28,2469365.40479,261.3887634,36.6746231,45.0879603,20.2242136,1.0038404,Distant Object,,,,,,,1,0.99122053,0.0071493867,0.05031455,0.0,0.0087794615,0.0071493895,0.99122053,0.0071493867
3062,7.6,0.15,15.0,0.39,3,2013-2021,M-v,3Ek,,,2013 XL40,2460800.5,7.21227,274.39491,108.74296,14.45731,0.6068955,0.00112767,91.4145995,E2021-XE0,5,MPCLINUX,000A,2021-12-01,2454404.37549,874.0239661,35.9354904,146.8937086,28.8722889,1.0011454,Distant Object,,,,,,,1,0.59586143,0.25794005,0.674654,0.0,0.40413857,0.25794005,0.59586143,0.25794005
3063,8.0,0.15,7.0,0.09,6,2013-2018,M-v,3Ek,,,2013 XM40,2460800.5,56.80606,224.00088,77.94991,46.98871,0.1063405,0.00362426,41.9749201,MPO645024,4,Pike,000A,2018-12-01,2445126.40365,271.9473412,37.5112861,46.4385541,20.7501275,1.0036908,Distant Object,,,,,,,1,0.9900929,0.010065278,0.055574484,0.0,0.009907168,0.010065279,0.9900929,0.010065278
3066,7.9,0.15,25.0,0.92,3,2013-2017,M-v,3Ek,,,2013 YD169,2460800.5,69.6712,260.5465,50.47383,28.85157,0.1754186,0.00349774,42.9810788,MPO845457,5,MPCLINUX,000A,2017-09-26,2440881.35313,281.7837651,35.4413981,50.5207595,20.8292393,1.0035615,Distant Object,,,,,,,1,0.9904451,0.007462688,0.053946074,0.0,0.00955489,0.0074626887,0.9904451,0.007462688
3067,14.21,0.15,53.0,0.63,2,2013-2017,M-v,3Ek,,,2014 CW14,2460800.5,20.12171,80.53469,181.88529,170.77558,0.8672712,0.00526637,32.7186288,MPO640441,5,MPCLINUX,000A,2017-09-22,2456979.65614,187.1512111,4.3427043,61.0945533,4.0545034,1.005372,Distant Object,,,,,,,1,0.99079984,0.05813352,0.052292913,0.0,0.009200145,0.058133524,0.99079984,0.05813352
3069,10.56,0.15,102.0,0.37,2,2011-2017,M-v,3Ek,,,2014 DT112,2460800.5,15.43612,321.48393,158.88899,40.47945,0.7228399,0.00298151,47.8092646,E2024-EF2,7,Veres,000A,2017-03-26,2455623.19998,330.5735451,13.2508206,82.3677086,11.4145212,1.0030342,Distant Object,,,,,,,1,0.9875866,0.011717818,0.06681816,0.0,0.0124134,0.011717819,0.9875866,0.011717818
3070,6.84,0.15,12.0,0.5,9,,M-v,3Ek,,,2014 DM206,2460800.5,307.3064,306.78427,320.78635,22.17155,0.3166291,0.00325796,45.0649435,MPO838541,1,Veres,200A,2014-03-05,2476974.59988,302.522894,30.796071,59.333816,20.2735016,1.0033165,Distant Object,,1.0,14.0,,,,1,0.9877569,0.008167115,0.066071756,0.0,0.012243126,0.008167119,0.9877569,0.008167115
3091,6.86,0.15,66.0,0.43,3,2010-2022,M-v,3Ek,,,2014 FP43,2460800.5,45.87315,128.31554,5.51456,28.25589,0.1531831,0.00329008,44.7711652,MPO686987,9,MPCLINUX,000A,2022-03-02,2446857.29331,299.569501,37.9129793,51.6293511,21.8603035,1.0033493,Distant Object,,,,,,,1,0.98714113,0.009746876,0.06875996,0.0,0.012858926,0.009746872,0.98714113,0.009746876
3094,7.91,0.15,46.0,0.32,5,2014-2022,M-v,3Ek,,,2014 FX61,2460800.5,341.2258,43.6616,189.36932,21.55393,0.1408953,0.00352102,42.791463,MPO703691,4,MPCLINUX,000A,2022-04-08,2466132.56475,279.9211427,36.762347,48.820579,20.9709944,1.0035852,Distant Object,,,,,,,1,0.9879249,0.009700152,0.065333,0.0,0.012075121,0.009700155,0.9879249,0.009700152
3095,7.88,0.15,41.0,0.15,4,2001-2022,M-v,3Ek,,,2014 FB62,2460800.5,24.77456,350.15417,187.82863,6.04806,0.1822464,0.00398974,39.3706903,MPO703691,6,MPCLINUX,000A,2022-04-26,2454590.8702,247.0356005,32.1955237,46.5458569,19.031521,1.0040645,Distant Object,,,,,,,1,0.9896215,0.008886677,0.05773375,0.0,0.010378536,0.008886679,0.9896215,0.008886677
3096,7.49,0.15,45.0,0.4,4,2014-2021,M-v,3Ek,,,2014 FC62,2460800.5,298.95083,268.60889,11.62333,2.1086,0.1347932,0.00320017,45.6058619,MPO640456,3,Pan,000A,2021-05-12,2479877.76946,307.9860187,39.4585018,51.753222,22.3886198,1.0032575,Distant Object,['2020 BA22'],,,,,,1,0.9889227,0.010767814,0.060894884,0.0,0.0110772075,0.01076781,0.9889227,0.010767814
3097,4.7,0.15,27.0,0.15,6,2013-2015,M-v,38h,,,2014 FC69,2460800.5,91.91407,189.81239,250.03446,30.19106,0.4516324,0.00159524,72.5414154,MPO545920,3,Bell,000A,2015-01-21,2403181.3488,617.8442904,39.7793619,105.3034689,28.8725053,1.0016212,Distant Object,,,,,,,1,0.93110144,0.0711539,0.25078055,0.0,0.06889859,0.07115389,0.93110144,0.0711539
3098,7.1,0.15,10.0,0.09,6,2014-2018,M-v,38h,,,2014 FO69,2460800.5,286.24874,25.71818,294.244,16.07794,0.2914868,0.00246393,54.2897302,MPO442841,4,MPCLINUX,000A,2018-03-12,2490733.23266,400.0152284,38.4649905,70.1144699,24.8385137,1.0025062,Distant Object,,,,,,,1,0.982065,0.014205763,0.08988985,0.0,0.017935006,0.014205759,0.982065,0.014205763
3099,7.49,0.15,26.0,0.43,6,2014-2019,M-v,3Ek,,,2014 FT69,2460800.5,280.95005,43.59084,269.69698,21.12739,0.118879,0.00373209,41.1624916,E2025-M29,2,MPCLINUX,000A,2019-05-10,2481982.15863,264.0903199,36.2691358,46.0558474,20.2903872,1.003801,Distant Object,,,,,,,1,0.990018,0.006977923,0.055918958,0.0,0.009982045,0.006977926,0.990018,0.006977923
3100,6.9,0.15,8.0,0.23,4,2014-2015,M-v,38h,,,2014 FD70,2460800.5,124.72021,97.15758,289.23302,26.60881,0.2911245,0.00249213,53.8793278,MPO442841,3,MPCW,000A,2015-11-15,2410754.26991,395.4879478,38.1937354,69.5649202,24.6564338,1.0025349,Distant Object,,,,,,,1,0.9785439,0.019367563,0.10365339,0.0,0.02145618,0.019367559,0.9785439,0.019367563
3101,6.05,0.15,19.0,0.42,6,2014-2022,M-v,3Ek,,,2014 FL70,2460800.5,290.49177,24.77783,257.35118,8.89931,0.4107136,0.00238959,55.4098245,E2024-DC4,4,MPCLINUX,000A,2022-03-02,2489889.52699,412.4584087,32.652256,78.167393,23.0314908,1.0024304,Distant Object,,,,,,,1,0.97986066,0.023577578,0.09858069,0.0,0.020139266,0.023577573,0.97986066,0.023577578
3102,6.26,0.15,61.0,0.5,4,2014-2025,M-v,3Ek,,,2014 FV71,2460800.5,329.30069,38.32236,202.18283,27.11912,0.3057728,0.00242088,54.9314337,MPO918682,7,MPCLINUX,000A,2025-04-23,2473481.97307,407.1284026,38.1348954,71.727972,24.8977546,1.0024623,Distant Object,,,,,,,1,0.979504,0.016907223,0.09996306,0.0,0.020495936,0.016907228,0.979504,0.016907223
3103,6.7,0.15,33.0,0.54,4,2014-2025,M-v,3Ek,,,2014 FX71,2460800.5,33.67706,193.31069,275.69705,17.73221,0.4614539,0.00198973,62.6046096,MPO918682,5,MPCLINUX,000A,2025-04-23,2443874.80266,495.3469206,33.7154683,91.4937509,24.6368013,1.0020229,Distant Object,,,,,,,1,0.96464217,0.03627058,0.15289934,0.0,0.03535779,0.03627058,0.96464217,0.03627058
