name,a,e,i,predicted_class,predicted_prob_mean,predicted_prob_std,predictive_entropy,variation_ratio,prob_mean_c0,prob_std_c0,prob_mean_c1,prob_std_c1
571,39.4287718,0.1381088,6.20187,1,0.9907123,0.0077387434,0.05270223,0.0,0.009287709,0.0077387453,0.9907123,0.0077387434
572,40.662861,0.0797581,19.30462,1,0.99126697,0.0070278654,0.050095234,0.0,0.008733101,0.0070278696,0.99126697,0.0070278654
573,39.1876335,0.1980916,9.68646,1,0.99155974,0.007063552,0.048704185,0.0,0.008440149,0.0070635546,0.99155974,0.007063552
574,120.0335485,0.7197987,18.65739,0,0.84746385,0.19693516,0.4270832,0.0,0.84746385,0.19693516,0.15253614,0.19693516
575,264.2656942,0.9365729,84.80009,0,0.999429,0.0025507933,0.0048348736,0.0,0.999429,0.0025507933,0.0005709578,0.0025507964
576,36.4424287,0.5531971,8.69841,1,0.99212515,0.005878379,0.04599044,0.0,0.00787492,0.0058783777,0.99212515,0.005878379
577,43.9498746,0.0546334,1.46474,1,0.98833597,0.011192815,0.06351505,0.0,0.011663986,0.01119281,0.98833597,0.011192815
578,68.9324012,0.5034294,10.70842,1,0.92149305,0.107645385,0.27510774,0.0,0.07850704,0.107645385,0.92149305,0.107645385
579,40.4460658,0.0507877,17.42036,1,0.99092263,0.0066406527,0.051717397,0.0,0.009077322,0.006640658,0.99092263,0.0066406527
580,43.5766673,0.0821415,4.26939,1,0.9877921,0.010711076,0.065917075,0.0,0.012207891,0.01071108,0.9877921,0.010711076
581,45.0760856,0.1247017,7.68205,1,0.98635215,0.010124572,0.07216039,0.0,0.013647809,0.010124574,0.98635215,0.010124572
582,122.683712,0.6927472,15.52273,0,0.8568374,0.21224682,0.41066325,0.0,0.8568374,0.21224682,0.1431626,0.21224684
585,45.7857649,0.1653797,9.71778,1,0.98789865,0.009775385,0.06544867,0.0,0.0121014025,0.009775387,0.98789865,0.009775385
586,42.7056797,0.1683828,4.13489,1,0.9855715,0.012967934,0.07547989,0.0,0.0144285215,0.012967935,0.9855715,0.012967934
587,72.3385597,0.8004076,7.61175,1,0.9190719,0.122618854,0.28103024,0.0,0.08092808,0.122618854,0.9190719,0.122618854
588,31.9739547,0.4114654,26.47176,1,0.9934415,0.004890176,0.03950637,0.0,0.006558478,0.0048901704,0.9934415,0.004890176
589,38.6526194,0.0418254,25.93807,1,0.9918452,0.006128076,0.047339,0.0,0.00815477,0.006128067,0.9918452,0.006128076
590,43.42308,0.1882105,27.40573,1,0.98980147,0.0075705857,0.056911767,0.0,0.010198513,0.0075705904,0.98980147,0.0075705857
591,43.4918173,0.1486545,17.25349,1,0.99023825,0.007674305,0.054903723,0.0,0.009761712,0.0076743043,0.99023825,0.007674305
592,38.5376892,0.7547295,85.93458,1,0.9952325,0.027752362,0.030242428,0.0,0.004767407,0.02775236,0.9952325,0.027752362
594,41.4052269,0.2130177,19.09276,1,0.98958147,0.00823778,0.057916332,0.0,0.010418621,0.008237777,0.98958147,0.00823778
595,43.8618656,0.2494381,14.90579,1,0.9884079,0.008748976,0.063195765,0.0,0.011592139,0.0087489765,0.9884079,0.008748976
596,42.5879328,0.110617,9.26871,1,0.98980606,0.008327468,0.056890603,0.0,0.010193877,0.00832747,0.98980606,0.008327468
597,44.3459222,0.0705489,1.27351,1,0.98572725,0.012305738,0.07482129,0.0,0.014272817,0.012305736,0.98572725,0.012305738
598,43.2296513,0.0075273,1.69432,1,0.98661596,0.014167299,0.07102849,0.0,0.013383977,0.014167301,0.98661596,0.014167299
599,30.5736415,0.4799898,15.18858,1,0.9935666,0.0053631705,0.038877,0.0,0.0064333384,0.0053631733,0.9935666,0.0053631705
600,41.1105296,0.0858086,18.36787,1,0.9908531,0.007717231,0.052043576,0.0,0.009146886,0.0077172266,0.9908531,0.007717231
601,50.9053516,0.2292435,10.6361,1,0.9839783,0.015514942,0.08212361,0.0,0.016021773,0.015514952,0.9839783,0.015514942
602,47.1121545,0.1184132,11.03498,1,0.98828226,0.009863674,0.063753776,0.0,0.011717815,0.0098636765,0.98828226,0.009863674
603,39.9246661,0.2327168,15.26048,1,0.99081606,0.0064782607,0.052216902,0.0,0.009183896,0.00647826,0.99081606,0.0064782607
604,40.9752641,0.0396249,28.51398,1,0.9886911,0.010465126,0.061933257,0.0,0.011308952,0.010465127,0.9886911,0.010465126
605,54.481462,0.7141082,21.2023,1,0.9857218,0.01261663,0.07484421,0.0,0.014278225,0.012616631,0.9857218,0.01261663
607,77.8530224,0.6993147,24.22239,1,0.9131238,0.11357299,0.2952503,0.0,0.0868762,0.11357299,0.9131238,0.11357299
608,44.133203,0.0557342,1.32945,1,0.98920393,0.011253917,0.05962836,0.0,0.010796065,0.011253914,0.98920393,0.011253917
609,44.3614377,0.1809617,18.1338,1,0.98903406,0.008215183,0.060394697,0.0,0.0109660085,0.008215184,0.98903406,0.008215183
610,43.1134564,0.1416788,20.89176,1,0.9887079,0.007877572,0.061857715,0.0,0.011292033,0.007877578,0.9887079,0.007877572
611,51.420331,0.2082543,14.46947,1,0.98308927,0.015284705,0.085759476,0.0,0.01691074,0.015284707,0.98308927,0.015284705
612,39.5271891,0.1368228,9.80713,1,0.99062955,0.006964816,0.053088088,0.0,0.009370413,0.0069648153,0.99062955,0.006964816
613,41.8336014,0.0746236,19.59246,1,0.99022347,0.0073438277,0.05497239,0.0,0.009776603,0.0073438208,0.99022347,0.0073438277
614,42.7918271,0.1482469,11.98028,1,0.9898404,0.0076353163,0.05673364,0.0,0.010159599,0.00763532,0.9898404,0.0076353163
615,40.3414979,0.090477,15.87167,1,0.9898538,0.0067687687,0.056672443,0.0,0.010146249,0.006768771,0.9898538,0.0067687687
616,39.8155688,0.2574973,19.53591,1,0.99022466,0.00615194,0.05496668,0.0,0.009775355,0.006151944,0.99022466,0.00615194
617,58.8243866,0.3499762,19.001,1,0.9722209,0.025020739,0.1269351,0.0,0.02777904,0.025020735,0.9722209,0.025020739
618,39.7709159,0.2290005,26.04619,1,0.98926705,0.0069628507,0.059342936,0.0,0.010732925,0.0069628493,0.98926705,0.0069628507
619,77.554599,0.5787716,18.60816,1,0.8809134,0.117719114,0.36510113,0.0,0.11908658,0.117719114,0.8809134,0.117719114
620,39.5670996,0.1571599,22.85254,1,0.99123245,0.007129939,0.05025822,0.0,0.008767547,0.0071299425,0.99123245,0.007129939
621,55.6439825,0.3788771,8.90889,1,0.97390556,0.029954905,0.12089212,0.0,0.026094422,0.029954918,0.97390556,0.029954905
622,57.7733002,0.7198982,26.91477,1,0.9826922,0.01779224,0.08736811,0.0,0.01730785,0.01779224,0.9826922,0.01779224
623,102.3874877,0.7280915,11.52884,0,0.6732618,0.28157535,0.63184464,0.0,0.6732618,0.28157535,0.32673824,0.28157535
624,42.8544607,0.1397944,24.8628,1,0.9895295,0.007713067,0.058152553,0.0,0.010470504,0.007713073,0.9895295,0.007713067
625,42.6646788,0.1712175,27.57456,1,0.989223,0.008053056,0.05954205,0.0,0.0107769575,0.008053058,0.989223,0.008053056
626,61.1569395,0.4261834,36.33488,1,0.96681917,0.026096787,0.14563067,0.0,0.033180747,0.026096791,0.96681917,0.026096787
627,41.7659821,0.0982713,28.56148,1,0.98984987,0.0071626464,0.056690395,0.0,0.010150164,0.007162651,0.98984987,0.0071626464
628,80.1385163,0.5544117,18.19997,1,0.80410737,0.18414637,0.49465543,0.0,0.19589263,0.18414637,0.80410737,0.18414637
629,117.4718463,0.6683551,29.66949,0,0.8034096,0.22052696,0.49563932,0.0,0.8034096,0.22052696,0.1965905,0.22052696
630,41.8757938,0.1391247,17.49719,1,0.99082613,0.006737849,0.052170113,0.0,0.009173922,0.006737848,0.99082613,0.006737849
635,56.4015785,0.6099899,29.50365,1,0.9809935,0.018478872,0.09414716,0.0,0.019006561,0.018478872,0.9809935,0.018478872
636,41.6586387,0.0897982,27.97185,1,0.98803335,0.008895644,0.064854585,0.0,0.011966604,0.008895644,0.98803335,0.008895644
639,40.6411955,0.0902206,30.38174,1,0.9895866,0.0079157,0.057892967,0.0,0.010413488,0.007915697,0.9895866,0.0079157
640,82.8549989,0.5896757,7.52975,1,0.7399069,0.21884261,0.5731543,0.0,0.26009306,0.21884261,0.7399069,0.21884261
641,73.0559945,0.8553184,144.01684,1,0.99225074,0.07103031,0.04538212,0.0,0.0077493475,0.07103031,0.99225074,0.07103031
642,73.1859791,0.8574342,72.00052,1,0.90182656,0.13259576,0.32105085,0.0,0.09817336,0.13259578,0.90182656,0.13259576
643,53.4945046,0.7956121,161.67271,1,0.990806,0.0593065,0.052264426,0.0,0.0091940705,0.059306502,0.990806,0.0593065
644,42.1679817,0.0471634,8.02122,1,0.9897663,0.007840091,0.057072625,0.0,0.010233686,0.007840093,0.9897663,0.007840091
645,36.719919,0.1318874,9.55668,1,0.99244326,0.006213344,0.044445705,0.0,0.0075568776,0.0062133446,0.99244326,0.006213344
646,64.8407078,0.4250298,6.66137,1,0.9437101,0.07331578,0.21663454,0.0,0.056289863,0.07331577,0.9437101,0.07331578
647,45.5431213,0.1854295,13.68743,1,0.98599136,0.0107264295,0.073700115,0.0,0.014008654,0.010726422,0.98599136,0.0107264295
648,56.9239465,0.3910181,19.66556,1,0.97707766,0.021121774,0.10920414,0.0,0.02292233,0.02112177,0.97707766,0.021121774
649,47.4107886,0.2255424,3.24046,1,0.9834336,0.01476229,0.084356785,0.0,0.016566355,0.014762285,0.9834336,0.01476229
650,39.6346098,0.1434538,6.4936,1,0.99067354,0.0069872453,0.05288334,0.0,0.009326525,0.006987249,0.99067354,0.0069872453
651,44.3971038,0.0702529,2.12178,1,0.986771,0.014124195,0.07036114,0.0,0.0132290125,0.014124197,0.986771,0.014124195
652,55.6923421,0.4427472,7.10208,1,0.9783544,0.026046047,0.10437622,0.0,0.021645607,0.026046043,0.9783544,0.026046047
653,43.1415624,0.0286776,1.23595,1,0.98828644,0.011055674,0.063734956,0.0,0.01171355,0.011055679,0.98828644,0.011055674
654,46.2935144,0.1424581,7.01986,1,0.985069,0.011475976,0.07759364,0.0,0.014931001,0.011475973,0.985069,0.011475976
655,36.2241246,0.1221306,3.53701,1,0.99193454,0.006866087,0.046909887,0.0,0.008065511,0.006866091,0.99193454,0.006866087
656,39.1268747,0.1789713,2.78714,1,0.9892576,0.009467325,0.05938591,0.0,0.0107424315,0.009467325,0.9892576,0.009467325
657,44.1188818,0.0840391,4.98189,1,0.98807997,0.011103199,0.06464872,0.0,0.011919976,0.011103202,0.98807997,0.011103199
658,42.7903101,0.1152514,15.99903,1,0.98965764,0.008016196,0.057568777,0.0,0.010342334,0.0080162,0.98965764,0.008016196
659,51.5498253,0.4900818,6.92221,1,0.98493767,0.015450053,0.07814337,0.0,0.015062382,0.015450051,0.98493767,0.015450053
660,56.3921706,0.3255935,11.04931,1,0.97913605,0.021904139,0.101382524,0.0,0.020863898,0.021904137,0.97913605,0.021904139
661,39.0611108,0.0082732,2.51665,1,0.9895276,0.008311766,0.05816096,0.0,0.010472336,0.008311763,0.9895276,0.008311766
662,44.7838806,0.1027561,7.381,1,0.9883065,0.010123581,0.06364578,0.0,0.011693443,0.01012358,0.9883065,0.010123581
663,39.5506153,0.2087114,12.82007,1,0.9896132,0.0065467847,0.05777142,0.0,0.010386781,0.0065467847,0.9896132,0.0065467847
664,44.0171152,0.1096054,4.80513,1,0.988523,0.009879401,0.06268321,0.0,0.01147696,0.009879396,0.988523,0.009879401
665,44.8381224,0.0868089,3.06191,1,0.985971,0.013980539,0.073786564,0.0,0.014028961,0.013980541,0.985971,0.013980539
666,45.4539106,0.0642695,3.4181,1,0.9841976,0.015369607,0.081218824,0.0,0.01580241,0.015369609,0.9841976,0.015369607
667,42.7318351,0.0276143,2.0949,1,0.9858491,0.013724716,0.07430483,0.0,0.014150991,0.013724718,0.9858491,0.013724716
668,46.6577344,0.1172198,3.75296,1,0.9840406,0.017059023,0.081866875,0.0,0.015959466,0.01705902,0.9840406,0.017059023
669,41.6609028,0.0956271,20.14624,1,0.989909,0.007146002,0.056419425,0.0,0.01009104,0.007146,0.989909,0.007146002
670,56.0761201,0.2867456,17.84775,1,0.9778897,0.017261127,0.10614213,0.0,0.022110308,0.017261127,0.9778897,0.017261127
671,44.1346741,0.1947769,13.31767,1,0.98966676,0.007591733,0.057527006,0.0,0.010333168,0.0075917384,0.98966676,0.007591733
674,199.4484454,0.8232598,11.96916,0,0.9942868,0.034636043,0.035205204,0.0,0.9942868,0.034636043,0.0057131494,0.034636043
675,30.2368954,0.0688124,28.10145,1,0.9928041,0.005016539,0.042675816,0.0,0.007195786,0.0050165374,0.9928041,0.005016539
676,41.6874418,0.4928137,103.44142,1,0.9934,0.031334534,0.03971508,0.0,0.0066000903,0.031334534,0.9934,0.031334534
677,100.0456491,0.5731267,20.79156,0,0.6342927,0.2837097,0.6566314,0.0,0.6342927,0.2837097,0.36570725,0.2837097
678,42.3232218,0.1754203,30.78235,1,0.9893024,0.0094454875,0.059183463,0.0,0.010697714,0.009445491,0.9893024,0.0094454875
679,52.7196751,0.2833647,30.76153,1,0.9828293,0.012250303,0.08681375,0.0,0.017170733,0.012250293,0.9828293,0.012250303
680,39.7959395,0.1738156,5.6109,1,0.989809,0.008989937,0.056877427,0.0,0.010191009,0.008989938,0.989809,0.008989937
682,55.0593873,0.3233101,12.98397,1,0.97556925,0.02029085,0.11481457,0.0,0.024430715,0.020290852,0.97556925,0.02029085
683,44.0727906,0.1309696,8.87058,1,0.9889019,0.00986087,0.060988523,0.0,0.011098074,0.0098608695,0.9889019,0.00986087
684,44.3094614,0.10529,4.53264,1,0.9851222,0.014251444,0.077370726,0.0,0.014877826,0.014251444,0.9851222,0.014251444
685,30.3429268,0.0059246,9.63165,1,0.9937409,0.0052688727,0.03799625,0.0,0.0062590716,0.005268875,0.9937409,0.0052688727
686,39.6308645,0.2768508,4.64455,1,0.9889818,0.008802243,0.06062975,0.0,0.011018238,0.00880224,0.9889818,0.008802243
687,42.7309332,0.2401947,13.39767,1,0.98804903,0.007826531,0.06478558,0.0,0.011950984,0.007826526,0.98804903,0.007826531
688,30.22371,0.0240574,22.29246,1,0.9925689,0.005792492,0.043831263,0.0,0.0074310987,0.0057924944,0.9925689,0.005792492
689,45.5151909,0.1916127,11.18458,1,0.9868046,0.008396264,0.0702162,0.0,0.013195416,0.008396267,0.9868046,0.008396264
690,74.0327389,0.4679388,25.90844,1,0.91065425,0.089038454,0.30102164,0.0,0.089345835,0.089038454,0.91065425,0.089038454
691,73.7472147,0.4964066,10.14033,1,0.88452876,0.13286631,0.3578036,0.0,0.115471266,0.13286631,0.88452876,0.13286631
692,77.6595817,0.5358469,26.34093,1,0.8781852,0.121481135,0.3705253,0.0,0.12181479,0.12148113,0.8781852,0.121481135
693,55.2937378,0.3742069,14.39727,1,0.9792572,0.017488861,0.100916,0.0,0.020742789,0.017488861,0.9792572,0.017488861
694,43.4057164,0.0321432,17.01478,1,0.988936,0.008329278,0.060835727,0.0,0.011064074,0.00832928,0.988936,0.008329278
695,47.740455,0.2649487,13.12337,1,0.98649305,0.012101032,0.07155647,0.0,0.013506889,0.012101032,0.98649305,0.012101032
696,70.1110141,0.4995297,18.71861,1,0.93664956,0.087915674,0.2360886,0.0,0.06335047,0.087915674,0.93664956,0.087915674
697,42.7267948,0.0323067,3.24012,1,0.9890252,0.00954757,0.060434364,0.0,0.0109748,0.009547571,0.9890252,0.00954757
698,39.3579927,0.1916866,9.7179,1,0.9904971,0.0072436486,0.053704277,0.0,0.009502812,0.0072436505,0.9904971,0.0072436486
699,46.2529212,0.1599431,16.47745,1,0.98858905,0.009473404,0.062388845,0.0,0.011410948,0.009473406,0.98858905,0.009473404
700,103.078411,0.6262213,26.05137,0,0.6140987,0.28037155,0.6668793,0.0,0.6140987,0.28037155,0.38590127,0.28037155
701,57.235019,0.3323257,4.82223,1,0.96698004,0.049323145,0.14508796,0.0,0.03301995,0.04932314,0.96698004,0.049323145
702,42.9680432,0.1073142,8.9452,1,0.98861575,0.008913779,0.06226981,0.0,0.011384284,0.008913781,0.98861575,0.008913779
703,42.5759611,0.1683117,2.45552,1,0.98741156,0.009588,0.06758308,0.0,0.012588462,0.009588009,0.98741156,0.009588
704,44.0552227,0.0438464,4.17269,1,0.9869094,0.010453079,0.069763675,0.0,0.013090632,0.010453079,0.9869094,0.010453079
705,43.8274945,0.2129492,6.61028,1,0.98695284,0.009876843,0.06957582,0.0,0.013047191,0.009876844,0.98695284,0.009876843
707,47.5863315,0.1386302,8.39537,1,0.9866304,0.011275052,0.07096638,0.0,0.013369528,0.011275049,0.9866304,0.011275052
708,31.7068592,0.1938089,8.18079,1,0.99300855,0.005575722,0.041665826,0.0,0.0069914097,0.00557572,0.99300855,0.005575722
709,58.776487,0.3930318,33.18362,1,0.9734268,0.028268142,0.12262044,0.0,0.026573146,0.028268142,0.9734268,0.028268142
710,45.7582157,0.0645792,15.63413,1,0.988315,0.008993208,0.06360824,0.0,0.011684985,0.008993205,0.988315,0.008993208
711,43.5031655,0.239158,2.99647,1,0.9886813,0.010774243,0.061976485,0.0,0.011318591,0.0107742455,0.9886813,0.010774243
712,39.3485477,0.1220157,20.80287,1,0.9896077,0.006791346,0.057796475,0.0,0.010392283,0.006791351,0.9896077,0.006791346
713,47.1345462,0.1770152,18.13616,1,0.9878801,0.009358163,0.065530166,0.0,0.01211991,0.009358171,0.9878801,0.009358163
715,40.6762637,0.0591252,21.44728,1,0.9902561,0.0071273814,0.054822005,0.0,0.009744063,0.00712738,0.9902561,0.0071273814
716,80.8435108,0.6297295,21.13373,1,0.8375465,0.15747295,0.44371593,0.0,0.16245343,0.15747295,0.8375465,0.15747295
718,43.8491724,0.2488078,4.31365,1,0.9883045,0.011445766,0.063654765,0.0,0.011695471,0.011445769,0.9883045,0.011445766
719,46.0764848,0.3438673,15.67657,1,0.988549,0.009004384,0.062567785,0.0,0.011451087,0.009004377,0.988549,0.009004384
720,43.7748449,0.0182621,1.93377,1,0.98734665,0.012747331,0.067866,0.0,0.012653354,0.012747335,0.98734665,0.012747331
721,43.1685996,0.0147496,6.48393,1,0.98920023,0.008674894,0.059645087,0.0,0.010799771,0.008674897,0.98920023,0.008674894
722,37.7425555,0.0159045,6.95565,1,0.9912223,0.0059704217,0.050305992,0.0,0.0087776445,0.005970423,0.9912223,0.0059704217
723,77.4724359,0.5415353,26.04064,1,0.8801597,0.111038566,0.3666067,0.0,0.11984029,0.111038566,0.8801597,0.111038566
724,39.2489166,0.2954791,10.31901,1,0.9913853,0.005839223,0.04953427,0.0,0.008614707,0.005839227,0.9913853,0.005839223
725,101.0593733,0.6444958,25.47367,0,0.54962415,0.25801477,0.68821394,0.0,0.54962415,0.25801477,0.45037585,0.25801477
726,36.425291,0.1351223,13.58675,1,0.99144644,0.0058248956,0.049243413,0.0,0.00855344,0.0058248998,0.99144644,0.0058248956
728,43.695392,0.0322827,5.94518,1,0.98767775,0.011883609,0.06641869,0.0,0.012322182,0.011883606,0.98767775,0.011883609
729,40.8389304,0.2414449,15.7687,1,0.990205,0.007360174,0.055057205,0.0,0.009794944,0.0073601753,0.990205,0.007360174
730,42.9920938,0.0664235,8.5351,1,0.98952425,0.0075058066,0.058176532,0.0,0.010475784,0.007505805,0.98952425,0.0075058066
731,37.6955301,0.0222391,24.49862,1,0.99039954,0.006720482,0.054156944,0.0,0.009600327,0.006720483,0.99039954,0.006720482
732,64.8999731,0.4245623,35.75987,1,0.9551255,0.0439554,0.18313769,0.0,0.04487457,0.043955404,0.9551255,0.0439554
734,61.8949634,0.2577913,20.49505,1,0.95885885,0.041897763,0.17155398,0.0,0.041141152,0.04189776,0.95885885,0.041897763
735,41.1921538,0.1021471,17.75837,1,0.98948205,0.007008159,0.058368295,0.0,0.01051796,0.0070081614,0.98948205,0.007008159
736,39.2006796,0.2147504,7.99376,1,0.99059224,0.007089342,0.053262025,0.0,0.009407754,0.0070893466,0.99059224,0.007089342
737,137.3464385,0.7230343,40.89155,0,0.8994459,0.16298957,0.32629877,0.0,0.8994459,0.16298957,0.10055409,0.16298957
738,43.0568893,0.0610227,3.83034,1,0.98817164,0.009903224,0.06424369,0.0,0.011828389,0.009903224,0.98817164,0.009903224
739,46.0752889,0.1935323,12.86766,1,0.98874474,0.008585901,0.061693083,0.0,0.011255247,0.008585901,0.98874474,0.008585901
740,38.9895919,0.054029,4.39775,1,0.9894733,0.007242207,0.05840808,0.0,0.010526716,0.0072422046,0.9894733,0.007242207
741,49.1404248,0.2653956,26.22769,1,0.98667085,0.010747013,0.070792325,0.0,0.013329084,0.010747013,0.98667085,0.010747013
742,42.5073767,0.0801616,6.55081,1,0.9882414,0.008822866,0.063934915,0.0,0.011758668,0.008822867,0.9882414,0.008822866
743,39.63885,0.2001262,9.66006,1,0.9889681,0.007148726,0.06069127,0.0,0.011031912,0.007148728,0.9889681,0.007148726
745,42.6438802,0.1712758,8.91404,1,0.9890031,0.009122099,0.060533643,0.0,0.010996864,0.009122097,0.9890031,0.009122099
746,39.8352138,0.2950765,9.37868,1,0.9912331,0.0067398087,0.050254907,0.0,0.008766834,0.0067398134,0.9912331,0.0067398087
747,43.25738,0.020606,0.94368,1,0.9882719,0.011788479,0.063799664,0.0,0.0117281545,0.011788474,0.9882719,0.011788479
748,44.7645738,0.0436856,1.9465,1,0.98716086,0.011539312,0.06867406,0.0,0.012839121,0.011539312,0.98716086,0.011539312
749,48.442026,0.272281,3.87594,1,0.9838649,0.018162273,0.082589954,0.0,0.016135124,0.018162273,0.9838649,0.018162273
750,72.8238745,0.5326085,3.9327,1,0.8892933,0.14069125,0.34799042,0.0,0.110706784,0.14069125,0.8892933,0.14069125
751,40.0214449,0.3407978,15.95355,1,0.99161035,0.006173913,0.048463196,0.0,0.008389641,0.0061739204,0.99161035,0.006173913
752,99.9036573,0.7121454,21.22472,0,0.6328972,0.28194398,0.6573957,0.0,0.6328972,0.28194398,0.3671028,0.28194398
753,44.0656677,0.0585843,2.99827,1,0.9881176,0.010686006,0.06448271,0.0,0.011882425,0.010686008,0.9881176,0.010686006
754,36.4252316,0.092629,13.87944,1,0.99054855,0.0055601937,0.053465456,0.0,0.009451466,0.0055601955,0.99054855,0.0055601937
755,42.8694015,0.0783438,21.37732,1,0.98869914,0.0072755977,0.0618972,0.0,0.011300882,0.007275595,0.98869914,0.0072755977
756,41.551461,0.1276401,15.13431,1,0.99048305,0.006816052,0.053769987,0.0,0.009516977,0.006816047,0.99048305,0.006816052
757,42.3102329,0.0513237,7.09976,1,0.9899109,0.008117143,0.056410644,0.0,0.010089124,0.008117145,0.9899109,0.008117143
758,43.9983328,0.0932183,3.75216,1,0.98734725,0.012507386,0.06786319,0.0,0.012652694,0.01250738,0.98734725,0.012507386
759,39.7167976,0.349629,26.36246,1,0.99084425,0.0068001784,0.052084766,0.0,0.009155671,0.006800182,0.99084425,0.0068001784
760,47.9974203,0.2599339,12.25586,1,0.9848178,0.010985701,0.078643814,0.0,0.015182198,0.0109857,0.9848178,0.010985701
761,47.088419,0.1817018,25.35166,1,0.9867878,0.0097874515,0.07028859,0.0,0.013212186,0.00978745,0.9867878,0.0097874515
762,44.0324038,0.1705999,11.47023,1,0.98944753,0.008548359,0.05852495,0.0,0.010552442,0.008548362,0.98944753,0.008548359
763,45.4359251,0.0424192,2.15454,1,0.98445076,0.013742893,0.08017076,0.0,0.015549238,0.013742895,0.98445076,0.013742893
764,39.5009937,0.2144782,17.48289,1,0.9909581,0.006096482,0.05155131,0.0,0.009041969,0.0060964776,0.9909581,0.006096482
765,68.47603,0.4920329,24.33006,1,0.9402273,0.063480765,0.22634143,0.0,0.059772596,0.06348076,0.9402273,0.063480765
766,63.6778081,0.4394267,4.67456,1,0.95647943,0.05556181,0.17897576,0.0,0.043520615,0.05556181,0.95647943,0.05556181
767,39.8049637,0.181793,8.19628,1,0.99046576,0.007841822,0.053850137,0.0,0.009534228,0.007841822,0.99046576,0.007841822
768,39.7560778,0.1973241,7.31859,1,0.99024636,0.007896102,0.054866154,0.0,0.009753573,0.007896102,0.99024636,0.007896102
769,39.7569062,0.1806839,4.74753,1,0.9908731,0.007899379,0.051949874,0.0,0.009126899,0.00789938,0.9908731,0.007899379
770,80.2314646,0.5990757,19.70495,1,0.85721475,0.15108348,0.40998745,0.0,0.14278522,0.15108348,0.85721475,0.15108348
771,59.887806,0.3826268,26.80558,1,0.97190356,0.024910497,0.12806168,0.0,0.028096464,0.024910497,0.97190356,0.024910497
772,39.6444625,0.2005699,19.03072,1,0.9900341,0.0073717227,0.055844627,0.0,0.009965858,0.0073717264,0.9900341,0.0073717227
773,57.0199616,0.323876,40.64916,1,0.97256815,0.023117414,0.12569836,0.0,0.027431829,0.023117421,0.97256815,0.023117414
774,39.6626576,0.2015967,7.28486,1,0.9913649,0.0075402465,0.049630962,0.0,0.008635085,0.007540253,0.9913649,0.0075402465
775,42.8729481,0.2189097,16.93599,1,0.9896057,0.008390102,0.05780553,0.0,0.010394278,0.008390102,0.9896057,0.008390102
777,46.6220405,0.2253214,22.49783,1,0.9887715,0.009165187,0.061573006,0.0,0.011228407,0.009165193,0.9887715,0.009165187
778,46.538572,0.2320421,7.6728,1,0.98607564,0.0120040625,0.07334131,0.0,0.013924366,0.012004064,0.98607564,0.0120040625
779,43.5032854,0.2717447,11.41193,1,0.991285,0.0078176465,0.050009534,0.0,0.008714982,0.0078176465,0.991285,0.0078176465
780,44.9664926,0.0362579,1.78923,1,0.9867497,0.0123022515,0.070452765,0.0,0.013250259,0.012302253,0.9867497,0.0123022515
781,45.0736107,0.1568093,9.25357,1,0.9899169,0.008015924,0.056383066,0.0,0.010083113,0.008015925,0.9899169,0.008015924
782,55.3323906,0.3436676,10.35349,1,0.9744551,0.024432749,0.11889707,0.0,0.025544906,0.024432749,0.9744551,0.024432749
783,39.1748968,0.3209341,19.1846,1,0.99113387,0.0060358355,0.050723586,0.0,0.008866084,0.0060358373,0.99113387,0.0060358355
784,38.8858419,0.0282575,34.3585,1,0.99076575,0.007354021,0.05245255,0.0,0.009234283,0.007354023,0.99076575,0.007354021
785,53.4423485,0.3208149,27.86411,1,0.98395425,0.012637853,0.082222104,0.0,0.016045671,0.012637855,0.98395425,0.012637853
786,41.7157264,0.1398947,19.01317,1,0.9914896,0.006375911,0.0490387,0.0,0.00851042,0.006375908,0.9914896,0.006375911
787,45.6737021,0.1243244,5.36331,1,0.9859816,0.012147085,0.07374148,0.0,0.014018364,0.012147081,0.9859816,0.012147085
788,42.4082682,0.0321731,17.15688,1,0.9896608,0.0070684305,0.05755447,0.0,0.010339203,0.0070684245,0.9896608,0.0070684305
789,39.9929882,0.1286717,20.13999,1,0.990831,0.006714357,0.052147064,0.0,0.009168991,0.006714356,0.990831,0.006714357
790,43.5149545,0.2164975,10.0368,1,0.98911095,0.010003059,0.0600478,0.0,0.010888985,0.010003056,0.98911095,0.010003059
792,46.5028112,0.1640029,4.21168,1,0.9866584,0.012680877,0.07084625,0.0,0.013341635,0.012680877,0.9866584,0.012680877
793,43.2719062,0.0688916,6.29787,1,0.9891091,0.011074967,0.060056116,0.0,0.010890828,0.011074969,0.9891091,0.011074967
795,1482.891634,0.9563363,11.67677,0,1.0,0.0,3.086641e-28,0.0,1.0,0.0,1.1170926e-29,8.8993365e-29
796,58.3127584,0.3737957,3.34188,1,0.9625465,0.06367291,0.159765,0.0,0.037453506,0.063672915,0.9625465,0.06367291
797,52.1113131,0.586342,14.50821,1,0.9822472,0.014362726,0.08915973,0.0,0.017752841,0.014362724,0.9822472,0.014362726
798,56.1745902,0.3850131,9.39427,1,0.9782623,0.025437942,0.10472683,0.0,0.021737643,0.025437936,0.9782623,0.025437942
799,41.9865414,0.0496462,11.13522,1,0.9900192,0.008392919,0.05591327,0.0,0.009980794,0.008392919,0.9900192,0.008392919
