a,e,i,status,a_n,e_n,i_n
44.58590230634509,0.0907686259145787,0.1892319442868939,2,44.46460782957927,0.0902414313403373,0.4092526068259275
42.62295543539227,0.0535473947056173,0.0667156903973736,2,42.51347825672384,0.0537859426228873,0.6216914630633529
43.61771090816266,0.0729840781978578,1.700735281063308,2,43.50076080178222,0.072650983861391,1.314662016981515
43.41083196766611,0.0378675484401575,0.8012634254235329,2,43.299676341959874,0.0376097133605948,0.535945427982192
42.61869621424585,0.06187774347253,2.514355266588762,2,42.50638006796445,0.0619879601027555,2.075437410586998
46.42550503959034,0.0846783116955994,4.764712414407496,2,46.28183421063936,0.0828956003161822,4.455077483606355
43.78663613075474,0.0378334059025621,2.794625720612616,2,43.6646793299968,0.03667610110262,2.4152064963798026
44.13165211030808,0.074650514188128,1.7202528548150648,2,44.00806823086405,0.073821499801028,1.3528020459519945
45.14407853014772,0.0134201104433443,1.4692421323291682,2,45.0242264229039,0.0122173325049501,1.1555582709323802
46.60074556439056,0.0898312378034321,4.814620422964621,2,46.4575978942937,0.0881974824276537,4.505804022471384
44.26262920635644,0.0548487937609452,1.2107551476549467,2,44.14366422185643,0.0540545684312307,0.8819735686419115
45.79530507405045,0.0159478983873461,3.5326057460365727,2,45.67327377330841,0.0148190808071968,3.2202606767921456
43.95736806673506,0.0192515152554654,3.203335540983309,2,43.84414525019284,0.0183945939305684,2.830171484406999
45.49512006332788,0.0510098852919852,3.0029348255942083,2,45.3657110320578,0.0494500954262221,2.676437732110994
44.510989149061935,0.0747323909433799,4.548837431213674,2,44.38232441293388,0.0735170594210536,4.1731435225841365
42.60910598764323,0.038196862968108,4.284090489438412,2,42.50632153208496,0.039238148926486,3.8526108056395447
43.12243685480292,0.0197894908279327,4.999283911791207,2,43.012894316792135,0.0190331118946906,4.5924525710754045
43.81762594834742,0.0069313805796589,0.643004389621768,2,43.70437867377544,0.0065626580585993,0.4295428710142535
44.24815475105979,0.0686351331249072,4.798218769296766,2,44.129422634554864,0.0680594282552575,4.419260434904499
46.03629482260372,0.0004560555939107,4.034725183901621,2,45.91416338577903,0.00314297484529,3.730711719131588
42.600912328554,0.0438004493742441,0.945151958921801,2,42.49952513970072,0.0445000134674943,0.6467812709925614
45.92555210423151,0.0922055532735982,1.410699074866391,2,45.78698274040514,0.0906501533284581,1.097073666190619
44.26712203113151,0.0908865451302566,0.7850546675137382,2,44.150921542273736,0.0904983190055737,0.5092737337126008
42.396547170200094,0.0022593977809832,0.5967949745181367,2,42.29346734967916,0.0014095060131623,0.46957403500948
45.92842938292459,0.0468607708456848,3.335334834003734,2,45.793163097810925,0.0453681181975663,3.02446859266768
46.853397003377815,0.0061011425831554,1.7875975348776914,2,46.728384101126174,0.0047501669483647,1.5119100531534844
42.10722565136404,0.0060763733935662,0.8304379465491163,2,42.00271533306542,0.0073055539579861,0.5893307968136667
42.04192801306535,0.0040679962569769,2.956664599026251,2,41.93565621058871,0.0052548744105863,2.510056920376424
45.17323197850462,0.0849386542576882,3.416864744680491,2,45.04290143577194,0.0841877736334988,3.061284891066315
45.95236913853976,0.0419650753885114,3.954541182587927,2,45.82427754187729,0.0406520142297202,3.643783492750676
44.215881402652585,0.0033121260545366,1.0891740264337215,2,44.093673591022,0.0036588980690705,0.77747038146904
43.18954859623594,0.0980808761261837,3.395384536268088,2,43.096181221917824,0.10004558128316,2.905740327962699
45.792914415425344,0.0589301000100557,3.2850137341640844,2,45.66055591482828,0.057308244510696,2.9652163998679404
45.6376155249028,0.0867020972932181,0.2103649451192407,2,45.4960839232153,0.0852924944121037,0.3233614907894868
44.62464272399337,0.0200168854607941,2.181097304410594,2,44.50543114866682,0.0192466760001864,1.8372905618244268
46.90216205152278,0.0177989716186665,2.3291027758963327,2,46.77173745495316,0.0164512642262931,2.0515562940206133
43.485617954095744,0.0202315304929696,1.6612035526285769,2,43.37353042111583,0.019539954249145,1.296301242894402
43.66650316701185,0.0239550114984938,4.608910544833652,2,43.55297478148588,0.0231348760214079,4.224346916276235
46.183158267296,0.0381382155786975,4.472309705480685,2,46.05287504883256,0.0362548658848404,4.170796993070153
43.03289019987573,0.0688060114580017,2.778723995273435,2,42.92881883393084,0.0693746788707096,2.349985023546268
46.16009039036362,0.0567065782436693,3.739850797077927,2,46.0275137873092,0.0551128708155495,3.4315394607827487
43.96228624774331,0.0636657692579737,3.749076139341172,2,43.84182145547709,0.0628350997655929,3.359122560062844
45.66414474917922,0.0478159218079682,1.2146981357273994,2,45.536582290428456,0.0463713009358,0.9185203297927704
44.680015894547765,0.0960684431501553,2.7028772552387084,2,44.55289203821165,0.0953962052050079,2.3202936845019897
42.50377543624237,0.0389306264988843,4.586695079187987,2,42.38809885118137,0.0405801961392673,4.138717369303165
42.29048340084256,0.024285139218668,1.7086224272512358,2,42.17735152804798,0.0245778503488819,1.3016485822196695
44.41874102813495,0.0461202920722289,3.381452040210762,2,44.296764605984094,0.0449947462997115,3.019038588624922
42.24295121477845,0.0704694953536462,3.598045433291607,2,42.138923161071865,0.0731036372246402,3.0747181267619497
44.741820203596426,0.0935031790355475,4.124775794111063,2,44.622509458550006,0.0932319684397542,3.743396449569112
46.56212409025177,0.0640150305504477,0.1644932354460893,2,46.422979534964696,0.062195246710045,0.2885135954192324
44.58590230634509,0.0907686259145787,0.1892319442868939,2,44.46460782957927,0.0902414313403373,0.4092526068259275
42.62295543539227,0.0535473947056173,0.0667156903973736,2,42.51347825672384,0.0537859426228873,0.6216914630633529
43.61771090816266,0.0729840781978578,1.700735281063308,2,43.50076080178222,0.072650983861391,1.314662016981515
43.41083196766611,0.0378675484401575,0.8012634254235329,2,43.299676341959874,0.0376097133605948,0.535945427982192
42.61869621424585,0.06187774347253,2.514355266588762,2,42.50638006796445,0.0619879601027555,2.075437410586998
46.42550503959034,0.0846783116955994,4.764712414407496,2,46.28183421063936,0.0828956003161822,4.455077483606355
43.78663613075474,0.0378334059025621,2.794625720612616,2,43.6646793299968,0.03667610110262,2.4152064963798026
44.13165211030808,0.074650514188128,1.7202528548150648,2,44.00806823086405,0.073821499801028,1.3528020459519945
45.14407853014772,0.0134201104433443,1.4692421323291682,2,45.0242264229039,0.0122173325049501,1.1555582709323802
46.60074556439056,0.0898312378034321,4.814620422964621,2,46.4575978942937,0.0881974824276537,4.505804022471384
44.26262920635644,0.0548487937609452,1.2107551476549467,2,44.14366422185643,0.0540545684312307,0.8819735686419115
45.79530507405045,0.0159478983873461,3.5326057460365727,2,45.67327377330841,0.0148190808071968,3.2202606767921456
43.95736806673506,0.0192515152554654,3.203335540983309,2,43.84414525019284,0.0183945939305684,2.830171484406999
45.49512006332788,0.0510098852919852,3.0029348255942083,2,45.3657110320578,0.0494500954262221,2.676437732110994
44.510989149061935,0.0747323909433799,4.548837431213674,2,44.38232441293388,0.0735170594210536,4.1731435225841365
42.60910598764323,0.038196862968108,4.284090489438412,2,42.50632153208496,0.039238148926486,3.8526108056395447
43.12243685480292,0.0197894908279327,4.999283911791207,2,43.012894316792135,0.0190331118946906,4.5924525710754045
43.81762594834742,0.0069313805796589,0.643004389621768,2,43.70437867377544,0.0065626580585993,0.4295428710142535
44.24815475105979,0.0686351331249072,4.798218769296766,2,44.129422634554864,0.0680594282552575,4.419260434904499
46.03629482260372,0.0004560555939107,4.034725183901621,2,45.91416338577903,0.00314297484529,3.730711719131588
42.600912328554,0.0438004493742441,0.945151958921801,2,42.49952513970072,0.0445000134674943,0.6467812709925614
45.92555210423151,0.0922055532735982,1.410699074866391,2,45.78698274040514,0.0906501533284581,1.097073666190619
